81fdc249b649f771f9cce9e62d082d1a a239a2ac588cd28330c113555b7f9af1 || 0 1 1 || 0 1 1 ||
b27c0beaccb7748b24d2ef2b1653428e 5575a5ee530b740fcc71924744593f40 || 0 1 0 || 0 1 0 ||
0414fcd917b328371f723bb118da494b b5c55831974f6c42abf3afc8c1db04d6 || 0 0 1 || 0 0 1 ||
f3358e93810788382740c919f1c75baa a01c1e9b5b22212b997170c7436b44ed || 0 0 0 || 0 0 0 ||
bfab59a88cfd64a42927f9fe2f2bbe50 9fea4f08a6e2e221ce67cd55ec5fa6df || 0 0 0 || 0 0 0 ||
3647d5931938fcade7adbc7409fbb36c 671c3b7ce23b1989abfdd73fc6886f9a || 0 1 1 || 0 1 1 ||
db135a29671a9f7ede643b56ee3e2c6a d8f6a357eb454d4a352574e313db5f87 || 0 0 0 || 0 0 0 ||
6b8fe0085c3ee8a84d4a9f7483652277 48f523d35d3c779990f0c2c28cb448ef || 0 0 0 || 0 0 0 ||
5e48ab9595850b243bba2ab1e95b190d 039beb761cdc384d79b3508beefd0674 || 0 0 0 || 0 0 0 ||
98f88cecd35729966128a9d64ce9e091 ae91512d96ed8b818f8296f0c6362789 || 0 1 1 || 0 1 1 ||
c06a68143f266c794c1242a294287c51 b52092afc2e7fe59882f45e21c7f33db || 0 0 0 || 0 0 0 ||
cacce7aed83ec10412f8976a20b0ff9f fa6aecd1d67f9fca3baf98f1e8b46b95 || 0 1 1 || 0 1 1 ||
050156bb8fe727f2e064cbad22e0355f ebe8b98931e89ea2c22a4230686864a5 || 0 0 1 || 0 0 1 ||
172897a0c182e746e6cc999f57c514f8 4cc2b502c98cd63a8c62e0626d9772b2 || 0 1 1 || 0 1 1 ||
a222e66bb0b942185a4b285f9597ece7 2cd22af0c9a1d954533dd99271d778e0 || 0 1 0 || 0 1 0 ||
b5903d31a81ac80bb75612345ab23a5b 1c030b908cd725579d7e208be68a1efe || 0 1 0 || 0 1 0 ||
d47d2bdfb26aa9d378d0f091e983a2a0 e87cb35d0901eeb44171af4a031f5862 || 0 1 1 || 0 1 1 ||
be1d0863d3e035f26172c5bbbc71c30d 92e87f7afe3c10d1d81b204f4e493721 || 0 0 0 || 0 0 0 ||
e8eeec0641fa1175078fafdfddbe9ca0 81e026148531122611fb1832e44f6748 || 0 0 0 || 0 0 0 ||
40017f37dc694053f3192096f13d2f83 23f9ef8d89a0cda39ad6aa51858267f9 || 0 0 0 || 0 0 0 ||
8c7aa4a15b9830e241818e3239d208ae 5ac41fd759d332abfacc6b4536213941 || 0 1 0 || 0 1 0 ||
ab0a66e25e5d9c068ebdf113a5e52830 00dc52cbc5da0f53592f044343218c33 || 0 1 0 || 0 1 0 ||
5e25e281c651a030f4bcf2af16be18c0 8d5a878396b89528b25b30061ec2d66e || 0 0 1 || 0 0 1 ||
976df88500dc771fdbc50a047f40e54c 7d9d41762eedee027918c5b75171a7da || 0 1 0 || 0 1 0 ||
9d2364a9092a63b95d836f2e3c3c7156 7d804be05a6c9daf674d265f06d130e7 || 0 1 0 || 0 1 0 ||
ace351b4df6cac6d29333cf5a80b8ae7 50896ba26972c8c0e090d0dad1b7737c || 0 1 0 || 0 1 0 ||
ec3f627dcb3a5923da7dc73c93ef6d3f f4296667f30275fd05ad806b3f875496 || 0 1 1 || 0 1 1 ||
e6f37a1e4b8cb4c9d7a0756ac641259b 572d9ce654570af3ea75d0ac956f90b8 || 0 1 0 || 0 1 0 ||
987b20957d6182c1222f377ea74ede7e 84f9b72f5260b99a17e04ce597eac76e || 0 0 0 || 0 0 0 ||
61b0960fb9dc4a54fca4a36af9b904b6 64a0e95e0ee13547191da526bf010656 || 0 1 1 || 0 1 1 ||
e7ae06407ab9adb9a6535b181c5b16b0 70a2237331f2a571ba6200ddb1b30fd5 || 0 1 0 || 0 1 0 ||
59ed2d20bf88c789d32c8866869bb808 360516744914e2c665dd8aac126b901e || 0 0 0 || 0 0 0 ||
22b0f50a4a3059f1bc5560898eeccc61 feddcb2bccb281f7b58aac5465cddee1 || 0 0 1 || 0 0 1 ||
ddf2e1515af9e2ecadd327a7de298ccb bfb01d1ff0aeb0f12c36259f324c46ab || 0 0 0 || 0 0 0 ||
06fba00af39f4956e47d2aab84291055 219d13e59d5ee25feba8d5103668e164 || 0 1 1 || 0 1 1 ||
a3cb1b13ae5458f69d1af6079b69703f 3963f3742c2f249df1e9807d11d9823f || 0 1 0 || 0 1 0 ||
eb0487e58ae482190df2de4464d83bb9 44586971103c89e41c38c6898a54417c || 0 1 0 || 0 1 0 ||
12c5e80626f15ed964b13feb383a085c 954742bf32fd09ef3f1a9de89f9eb1b1 || 0 0 1 || 0 0 1 ||
52169c127f78c48f4f15c1428730d46f 5a1d4fce50d38dc01882381ec0aa8378 || 0 1 1 || 0 1 1 ||
f8a62055c69d090d0300188f5fd73dd8 3abbb315100c4a379a6c93c92313e257 || 0 1 0 || 0 1 0 ||
bbca81ed6bc1ab1e77b0d191765e41c1 50ed521bafdd9218857ae0fe3e526fd8 || 0 1 0 || 0 1 0 ||
adbf7b1a5f9a5ad80b78310930a4dcfb 823d8618e67418a730ab0f48c273f79b || 0 0 0 || 0 0 0 ||
c9e01bd4372b8c44bca499ae9ba1f7ac 13b972b710adc3b1bfd641c0836a9b08 || 0 1 0 || 0 1 0 ||
b2cf194711ca0cf2fc7e180a4fe46bec e723bf7cee87c6b26f34f7c1641bf2db || 0 1 1 || 0 1 1 ||
b16c2faf3a87caf5d9ab2b8eb12abe9f 96cabb4f955a2a2ae8b9a2fff47196ff || 0 0 0 || 0 0 0 ||
f3e3a87fdbbe25983e690ee64c74c2db 89fcace626f2947b1229e325347d0b6b || 0 0 0 || 0 0 0 ||
f8690da33e5ccfd9692b709e16cc2845 503a1b47b7d84f2833bac281a87c610a || 0 1 0 || 0 1 0 ||
2feeaebfdfb6438cf99756cbaa39fb13 1e41c52db42c6310fd83ef9793be91a0 || 0 0 0 || 0 0 0 ||
0d51c7cbb78eb4bfe8ed915626dbdaff 315e1890c1416d9814c26439a2340d75 || 0 1 1 || 0 1 1 ||
761b2054edbe09af3d6bb1f9bb6203ec 99291c86981594ab3114d4e29d3f2890 || 0 0 1 || 0 0 1 ||
725c8cafae744f3f5f4ab3876484bb1b 07eafc533994ebda7e78983fd066a2d6 || 0 0 0 || 0 0 0 ||
1fb6f4855c0187849c6e587dfea01a9b 6ac19d63d1b8cf7b603276c814135395 || 0 1 1 || 0 1 1 ||
bb554a831bdeeb36f4e4ee1b7aff9bd6 9ee7332ee75b6ae7c3464f7019f61462 || 0 0 0 || 0 0 0 ||
67c2de46b14d2d777d8f15bb1c41ab24 86ba04ee70a059c86f0f837811d6012e || 0 0 1 || 0 0 1 ||
56e7d8c3875a050007480581d5a4387d f109cab4d389b1410e10eac597d8a8e6 || 0 0 1 || 0 0 1 ||
dfaef9e6d3b8680ddf9ceabec1177a9f 2b1ee24f3b1dee267a6ad711876aa593 || 0 1 0 || 0 1 0 ||
fff4d43f60a6df5007eaf4457d365c0a 066077029cfa6f0011b104264e1f64c0 || 0 1 0 || 0 1 0 ||
797491e9a788dc83593582a7164b26a2 2440db9927b9d41565c3f30abef4d9f1 || 0 0 0 || 0 0 0 ||
c7285d4508c764cc78b2166e73dd8fd4 d9aed2c4de08e8c727b503ad2374c46f || 0 1 1 || 0 1 1 ||
812849e6cba7eb76dfa5d3a736d54ae0 3512df05b775bbb3d0c63dcd09396db0 || 0 1 0 || 0 1 0 ||
0bb3862593547ed23160463e3626592c 37f574a3c416be1762a4f8ef47b6454e || 0 1 1 || 0 1 1 ||
288f510fac570169688f165d7df897c3 c9777fe8ad8a2c5bc352ddadc48fdb05 || 0 0 1 || 0 0 1 ||
121a682f1309931f15a5960792dc6947 a5c44a3a4a75944fa1eb081afba818b5 || 0 0 1 || 0 0 1 ||
e9d7f7ba3179dd284e3432682e68fbd7 211838bc931e00763a4b667135bb2d4a || 0 1 0 || 0 1 0 ||
7e02bf13c98005f15faec0a1a3a905e5 5237a568a776aeeae9ad4b25e2bd783e || 0 0 0 || 0 0 0 ||
668f06c9b633ccb61d87efd1b2f53da6 9407eafea920dcdaf1f9021832b27932 || 0 0 1 || 0 0 1 ||
9ac6185aabbc12904d3ae1b4193950d3 ca32196b8d5e3a3791d9d063248d3faa || 0 1 1 || 0 1 1 ||
873ab8787d2c55762c3b31da4d41bf9e 7aeb1787cf03821bdc47a84f521be47c || 0 1 0 || 0 1 0 ||
0f5a8bcda5539535d04238dce58f05e5 182d828eac2d2d8f43ce5ca3916d3053 || 0 1 1 || 0 1 1 ||
7a0097ecfb4117f352b5e89f2d5f4497 327abcab32d732321b3d61213a848be9 || 0 0 0 || 0 0 0 ||
e1f9ed2415a6288b46825de86d559bd5 fb12df34162c4c2eaa6e5f63a95228cd || 0 1 1 || 0 1 1 ||
9d4bd9abcb88a26dd9bff191c9b8f23d 3b7b2a76cec1219a7749aaebbc2a08f8 || 0 1 0 || 0 1 0 ||
09fa643a293cd50b3f298a5e0b050436 9616576b1277fe331e35a431c9be80d3 || 0 0 1 || 0 0 1 ||
eb002afc576a642f44b13dde39a2c16e 1fba0090df11aab047d529915c479bd7 || 0 1 0 || 0 1 0 ||
694e852e42545624c89c42eff56e0aa8 89ea2464c12dcf88a2666dda9bc9c63e || 0 0 1 || 0 0 1 ||
55f3d65341df5cd70ef73c1d64fbb4f1 d7de28ffa89748953d7cd9d56049a09f || 0 0 1 || 0 0 1 ||
240b68e86697b0d4c5b71ef5168b0877 bf73c331cb345dbe1b0dfb28a48432c7 || 0 0 1 || 0 0 1 ||
5df220bf38b2c0f7b2cd11d4212a7e13 a9f932a1fa507d54145992db1cedadb0 || 0 0 1 || 0 0 1 ||
f594b042c27b3d6269d189ce0a14846b 09d1a786c82acf20c5aaf1ce931b37af || 0 1 0 || 0 1 0 ||
97626d552ecc24a88a57e0d40b722417 296b0f4d97845a7983f0b4a46a72abb7 || 0 1 0 || 0 1 0 ||
b5293938933bac3679fe1bf10a7c4c51 0ad9f8655d2d4f994d5e6cf8a3993f27 || 0 1 0 || 0 1 0 ||
ff90ff260afa5288d9f441f6b372849f ba29b20b318d1ee78cf0e61a1fbb4832 || 0 0 0 || 0 0 0 ||
b605b531a11fdf70e927068072fd0025 92e67761c1eb6da7fa0fc7d567d60b62 || 0 0 0 || 0 0 0 ||
3c2e300d9968c5a1fd78dd8e010ba9d4 d96d6aa76a790e381de0e1864be6bd50 || 0 0 1 || 0 0 1 ||
7d9b0043aa924fbaed76ca7cb635286c f14fa76f66a3c0aacbe1c1a650f9495f || 0 0 1 || 0 0 1 ||
09f6ae1b4a454eb11b77fc9df83933aa 4cebc5b6ad4f8ab36d85bde4e2b023d9 || 0 1 1 || 0 1 1 ||
a2efe2036b701ac1226fc977ea9ac7fb 9deb3bd4da3a4833787565f79502769d || 0 0 0 || 0 0 0 ||
741fb41f162d889e41b0a295c364a047 e8b81771c30c2aa512b3ea8df64aa145 || 0 0 1 || 0 0 1 ||
f60f88407d9516554bbfa936b9eda89f bc72d02e8a983cfea9855da6312c69e9 || 0 0 0 || 0 0 0 ||
87b2bfb91b633cab8eca332ee5382255 6525dbaafbf6940614c6bea1a7fc9a91 || 0 1 0 || 0 1 0 ||
cc7162f0546a5bbe27ec6a00f26e7ffb b1955ce36c467ffca41c29d6336244c6 || 0 0 0 || 0 0 0 ||
e2397202d349d8571675b34f1a2b7f55 ff461128a087353a8a419e9436034519 || 0 1 1 || 0 1 1 ||
c436532f21d97c1f9ccf42a39c959355 f167524ec1cdfb054344a88b4611d588 || 0 1 1 || 0 1 1 ||
12e23dcb8a7ad6e07301fdda24270c6e f39a26cf3e38691ccbeb4bb2ce51b1f4 || 0 0 1 || 0 0 1 ||
f4c759eb77f8404cabbef003c5899a48 fccfd72629871189d751da6eb6e7a8f0 || 0 1 1 || 0 1 1 ||
51da21e3370d574e636c6e751df3295b 04edec04af57be7e9fab965d075a58b2 || 0 0 0 || 0 0 0 ||
4a1badddf0db6e5e2774d8a2e3c135c9 fe81ae0f32263198bb3d9c55edbcf70d || 0 0 1 || 0 0 1 ||
c14426b1cd1daeb3b9a2eef153b05e58 bf6125de2731b50eb2387ae4cf5ba1f9 || 0 0 0 || 0 0 0 ||
96e3bfc9d7ce54b3963aa172ad451506 6bc7269fb922cb6e61228cfe2e7f4abf || 0 1 0 || 0 1 0 ||
23bac0e5e7cfc2ca6148b259a99c7b57 2482257897a4928a65dcfc870627c9e0 || 0 1 1 || 0 1 1 ||
5dbfb669412c8b242fc896ac7e4feed6 094747c5c6e32d165641445cbf2f83b8 || 0 0 0 || 0 0 0 ||
342448fd480fba188362e0ecba7fe8df 0261f2fbd6b023028510de9a09c3e2cf || 0 0 0 || 0 0 0 ||
714412d03b18eacd89d61841b6706e43 894f23be2912651e771ae8c874469df9 || 0 0 1 || 0 0 1 ||
bb573c339f8bdfaa949bd2a3316ba273 52f8743017dddd520586c4d07b6475dc || 0 1 0 || 0 1 0 ||
4cf77d7e53b524857b04aac4e87e1c7d 1b6a7aa03d94859234aedfe943d05587 || 0 0 0 || 0 0 0 ||
79a98f3e794766e1e88c5427639de60e ff0487afebc033ccd5eb763b0f9986fb || 0 0 1 || 0 0 1 ||
8788787300912e52a26e50fa997e9850 d8b00488cf09f00de28c856a05a6c1fd || 0 1 1 || 0 1 1 ||
7ffd17217e9f2af8bf8d1555d0f3099a 27b90ca2a209b1fbf5c7adfdc977c788 || 0 0 0 || 0 0 0 ||
108de12416aec8e3dd31de563776bef3 59ce8c5be48932f56763a9f8c135ece7 || 0 1 1 || 0 1 1 ||
b151cb5e3988b4f10d2b7b541b59f35a 99feed9d1e83bfb34733660be56a3a5a || 0 0 0 || 0 0 0 ||
337fad0bf221149d99265b225c1aec44 abdf8a890b95c63a5f1868503ad151fb || 0 0 1 || 0 0 1 ||
ce8f4d1457cc61315cea7f9f9199efcd 707349b55e409d4d63a5ed6467b7dae4 || 0 1 0 || 0 1 0 ||
b496d8ea45fe01a08dbb781293b5d4a5 ccb9070aa7c0361560a68dad62c49883 || 0 1 1 || 0 1 1 ||
6a82ec75b0516d56ae5585a2dd807543 3347dafac3377226c415a305aab8dd0c || 0 0 0 || 0 0 0 ||
86c329fbc5c299f22c0b0bab17bbc004 afdd77044759a0c873951d55c9b1846d || 0 1 1 || 0 1 1 ||
a9d7fda26322ebd50d9866e151cf5243 c70bc7e571b5b839a8c47fbf95180fc1 || 0 1 1 || 0 1 1 ||
a49d72dc66d0ec591c682ece7d274d6c 8648c0ee8c1c6bf5d20314d81ec37e10 || 0 0 0 || 0 0 0 ||
9494c30470688a7b4bceeaeb9ae08f45 70296d021d1c616e9c7d8b1ad7c2e24d || 0 1 0 || 0 1 0 ||
6ae03eea81960c4353d7a00d85ce8526 6ee67477098617db7164b374863beef0 || 0 1 1 || 0 1 1 ||
54a7ec88540e475d6e0b6f5242b095ce 25ab0519741ffcf187cb1ea57b057e97 || 0 0 0 || 0 0 0 ||
bef8cae098f01bf1b22aabefa0448943 dcda0ea820a27227178fc5d2b24c8483 || 0 1 1 || 0 1 1 ||
1b6cdaf3a091e87c159a42246d741505 f2b91025386fe66c8e5cc022c0f8a206 || 0 0 1 || 0 0 1 ||
247644ab3a9d71773116931d60a44a5c e6f24bbe673b492621fbeea7576806ec || 0 0 1 || 0 0 1 ||
37268c768caa637bfd99b890ab625fcd cb9d72b1ae946d9b764c673dcb4c196e || 0 0 1 || 0 0 1 ||
5785bdce5934f4bbee237ceb5788bd4f 2206d9e8d1cfc2c738c79e56798c404c || 0 0 0 || 0 0 0 ||
b066e4576c9ef72fb034db75190b1635 553ba25441fda24c3c94191dc6574c79 || 0 1 0 || 0 1 0 ||
7ded88ade78937a6c82045704df7192a c2bcbeee55487c0e9933db1c7c567870 || 0 0 1 || 0 0 1 ||
d09a47f8c1aeb4a3de2f49b1c0ff93a2 008d38394cacf921dd6a08814f633633 || 0 1 0 || 0 1 0 ||
9f2ee261eee5a2be22c15ebae22ce36b 418b898ab64986b2c97e7425f3a55829 || 0 1 0 || 0 1 0 ||
736cf534dac3f5f5d9abd04f9fd4099b 9dc9683a9e641c8ed3f856ea9d6a47d0 || 0 0 1 || 0 0 1 ||
14e8a1c1b3e1a0b6fed11a295cba3d49 f3fd2bea1de01a20025a36c2520cd412 || 0 0 1 || 0 0 1 ||
d8cc89cb71dd00f0e5ee5c9b93e7dc71 64d2756bcce15d47d48d53f7e3d3aa43 || 0 1 0 || 0 1 0 ||
1500fc3c5e6a1ac05ecd1853324c40e1 47156c56d83135a830c3be6ede89b65f || 0 1 1 || 0 1 1 ||
eb676e5189c2b3fa0a087fb44dd60fd7 062c876108cff33d70ddf3d7cdc89ea3 || 0 1 0 || 0 1 0 ||
1884812c9b57bdbbe88118348071495c 908cf04b728b9d622866aee9d669e52d || 0 0 1 || 0 0 1 ||
4c5a3417513aa01e748520ec50dc376a 8fcda080d4f6fd353335cfc7cc80783b || 0 0 1 || 0 0 1 ||
957ad8dfed7df3e9415fd2b86ccf0f7f 03029bafe22e4576548c07719461e95e || 0 1 0 || 0 1 0 ||
e8f88c862db3f9105c9f647a40326ec5 3ab8c394bdc5af97006faa6b424ae47b || 0 1 0 || 0 1 0 ||
45f1156983048383999199baf033c1f2 fda195184c2a4faf7674ddac411a206e || 0 0 1 || 0 0 1 ||
85876ad51739377938f318cdbf2fb1e1 98030bb850b0f4c605f7278f60295376 || 0 1 1 || 0 1 1 ||
acf23620675e24225e5ee0f6d7ee1ec7 26d7c189e27eb09de5bc0c71e7289bab || 0 1 0 || 0 1 0 ||
738f0229600d2e5335a565aa5e33fc17 5f3b8039f076a66d4771427fc242d6f9 || 0 0 0 || 0 0 0 ||
65f40f14711e217b705ace2b904a4262 28ad15ed5eb07af98e2c727d69abfa75 || 0 0 0 || 0 0 0 ||
33221a84836be70e06f6e141a2adc121 9a146e24d8b908349c4bcec50b1f1f44 || 0 0 1 || 0 0 1 ||
95f3c518f35b5dfcd788ec42056b5a96 5b9c24df77ef8bad5de9061784364e09 || 0 1 0 || 0 1 0 ||
9940396762a7b29bae1c84ef48edf999 8e6a5d559ce26c8f1665c84fff10b92e || 0 0 0 || 0 0 0 ||
af0171bdce875b925da6c40688289378 a303903791cb5d3d884627ccb8b50327 || 0 0 0 || 0 0 0 ||
33a09706e03671abcd8f40aed3217a62 0da0a76aef98195b230773f8ffd01ae0 || 0 0 0 || 0 0 0 ||
dfe4f1ae638c583d798c74b0d8159288 f6a89aa5b9bd28563c3659e929e2c616 || 0 1 1 || 0 1 1 ||
30381de833ee853b3b6d89a2404aebcb ce9ca9828b4081199c6e9a8c2e2fa1b0 || 0 0 1 || 0 0 1 ||
444f866ccc3948540426b60dd65146f4 5a8164c6c600a4d005bc579ec3ef58a4 || 0 1 1 || 0 1 1 ||
25ef047fe2276c7523823367efd02a23 8128fdafd68e86b10faac72a4e4d05f0 || 0 0 1 || 0 0 1 ||
7f26604e1732ad9c43033199527ae861 68ee1fcb8b7aa0786aea5b92788e3678 || 0 0 0 || 0 0 0 ||
536fce1ed222a7bfdb855e6b9b1749e5 ce47911953866544bd9c0e3b954ec9c5 || 0 0 1 || 0 0 1 ||
a169484df3c6e9e7383fd66168dbf871 d900ff96b12e1f2b19d965678f17999d || 0 1 1 || 0 1 1 ||
e0743d43e497985b769b50eca963162a e21431dfe0bb261ad9512e86978ddf79 || 0 1 1 || 0 1 1 ||
1ef80d7c96ea8efdc9b2c2da0e2a5b18 b48b3acb9f4d5efb60b942d26b5ca690 || 0 0 1 || 0 0 1 ||
142f9e6eac2f33b5dd62767e2410e6b2 27b56627d41fa4da1afcd15aaf3bdfad || 0 1 1 || 0 1 1 ||
ded8c6d7f648907962cb11c54bfa1065 cbd8efb6359c527d97601446329eeee4 || 0 0 0 || 0 0 0 ||
1f553a8ac9f66ada5a271b119dd3aaac 12d20dcba2306a00463a19798c873baf || 0 0 0 || 0 0 0 ||
3c1caff8e1c37907366220f8f616e4d7 4805544995a179532b3b8c46a471410e || 0 1 1 || 0 1 1 ||
e99e50e0bab1067ffeabcf816cc02890 970696db1dd123502f930b85f9ce3022 || 0 0 0 || 0 0 0 ||
91f78772e143076f53951abe90540c82 b1847650ee8cf77c7058a2f515a3bad7 || 0 1 1 || 0 1 1 ||
a03542d0b6ab8c2cdb5135bba9c587b5 901b5170d53dad2f46c89138eec3337e || 0 0 0 || 0 0 0 ||
e116814db35b60796a6760be79bfbd38 cd98e778f642a1dfbc826dbe7b393ae4 || 0 0 0 || 0 0 0 ||
29cbdf250ae8b848d3be8f6698aa1f77 eeebc5f180f304589d41015296c3d383 || 0 0 1 || 0 0 1 ||
aa13b3407f06607302d89048032eac27 8994ff3c3073983323cf391b01781463 || 0 0 0 || 0 0 0 ||
691718ec9f9db9680d5db21cf8b479df 86ea058940b86ce905384537a15d2d2e || 0 0 1 || 0 0 1 ||
9bf839a994000058a99184e008c9eb31 d22a86b0326a91a91949fb0e3b03b862 || 0 1 1 || 0 1 1 ||
b712af0f6a46610c8f2ed8a49e4ab8a8 c3b18406a15bbb745549d57f7e5356fb || 0 1 1 || 0 1 1 ||
8e8d2520cd063e18351f0bb7e60fe2ab 2ca04b769249679f4aec79b88fd11702 || 0 1 0 || 0 1 0 ||
5d1bb41b053ac153beabafde8430b43a 6d02731c8cbdc692a8c7ded23d555114 || 0 1 1 || 0 1 1 ||
f99d2cc059f813d477b5d2865a937be2 f5386ae982c7d384157de0293f0da647 || 0 0 0 || 0 0 0 ||
5addb8932f4972df5a71829b499b5ab8 333be8d1d58a296923c2e2bd983e4a48 || 0 0 0 || 0 0 0 ||
1949606b2ed008866f0ddc1bef0157e7 a4a83049a43f2521499e39e6c2513612 || 0 0 1 || 0 0 1 ||
59aaf6063f295e65c13ada1e6800ceab c107c6d2772143fbe148535a6b974174 || 0 0 1 || 0 0 1 ||
14da8ba1f33cccab77cc9b8065bbf027 e8ff6a2c26217fdb3118aacd1150b05f || 0 0 1 || 0 0 1 ||
59e1a62bf7935304b170e5f6b5ae4984 166a1dc026e776d41a3cf25e30fd4926 || 0 0 0 || 0 0 0 ||
98407eacdd0db9f4286e7cbbd95e55f8 c289905897eda0dd53e115b2ef732ed3 || 0 1 1 || 0 1 1 ||
131b6f3d628e910c7ffaabc8a7d89e06 86165e59756af411b01f810e741faa12 || 0 0 1 || 0 0 1 ||
d50bcaa65c1b4b5ac19b69a709721212 e4ec69cbd217d5611ac6ebd2548e4f71 || 0 1 1 || 0 1 1 ||
e988b49ee022301c3b62ab54da6b4236 54da641e9d4af48c17b540f254c162bb || 0 1 0 || 0 1 0 ||
547de304dc3f36b8760a59ff5f039c68 c9ee4a67b3775b468ebf74fcf6d01e0e || 0 0 1 || 0 0 1 ||
3cf506722dbb184a396d18221d35ed7e 8421162c6b54989d709cdf60edecc197 || 0 0 1 || 0 0 1 ||
bccf37d26609044bbb2e42584524745b 38c1d05dde0b8abea6aebfcdaa825201 || 0 1 0 || 0 1 0 ||
e241fc4df4817a1c2713da9efa22f8ad f66184d751382f0086fc48b0b07d1dae || 0 1 1 || 0 1 1 ||
f28e32829352e4f62061802cc91be041 97dd8a4972159e070c8aa84904748d3c || 0 0 0 || 0 0 0 ||
11c1844bc963241cb3c43fc9545c4150 bb3aa1e99a5edc8aa49d95152298d531 || 0 0 1 || 0 0 1 ||
6540a9dfeb1527f393bf976ce0a9e806 74a2e5deb41b65a13310ae4b4d58e4e5 || 0 1 1 || 0 1 1 ||
f7160dcef701cc006a657237852d1588 fd55ee47e7b084078478ed296f5f70c9 || 0 1 1 || 0 1 1 ||
2ca0ddb7fc38ebcd38dbf947b75216d2 a2c2008f3a4bb883ad6caefef5a7a327 || 0 0 1 || 0 0 1 ||
76d9cbdabd2ba77ecf695938f490546e a406da94de733a170a02d1c4c3144ca3 || 0 0 1 || 0 0 1 ||
5f8a53af606128af5fddf3dd6b12fe1b 0d1782fdcb3d53741fa2aa4db10eb4d9 || 0 0 0 || 0 0 0 ||
d8de80c18a2ae770139d2930f9c2db2f c32d69f81fcf71dd366342a7003f1a3f || 0 0 0 || 0 0 0 ||
1afceba1501cf200af3dbd7885e15ee5 3e86dd71fc7e76da7ba70b43f7b7e68d || 0 1 1 || 0 1 1 ||
0b5f76719a98ad1c6bfc442d37907250 b8d182c9b51ac703d321c7203ee6a7da || 0 0 1 || 0 0 1 ||
e964ee6d541c9cbf03ec6ba5f33e050a a3c343d04fa7965dd92e9efd84225ff6 || 0 0 0 || 0 0 0 ||
0655c289e5cd1d3a3d460b421634ef2b 7b80b1a658dca80c739dfb89bd48ce57 || 0 1 1 || 0 1 1 ||
26f4e4ce9b436c5a2da567c9711e63ad 6e0dcad8b9bd009dad80ba654f9a8899 || 0 1 1 || 0 1 1 ||
23e8c08f3e2b38068fda502458ef4e69 b1c6f976d7ed4fb8c386b99049ef4615 || 0 0 1 || 0 0 1 ||
df9f483e9973cf5fb53390a25195df7e d4ec6f37aa4c1a5ee59fa3b7abc85bf0 || 0 0 0 || 0 0 0 ||
826b52c9bd643b07a62c8c3920db52fd 79b208c53a9aeb4a8891e3f1b3e20e55 || 0 1 0 || 0 1 0 ||
1271be69eed8b3f154dbb41a6ea52770 8fcad92ce454677dc3ebeae3ea2434ae || 0 0 1 || 0 0 1 ||
fd2953db54896441eca107348965ac36 d608626dd3f2eba455047496423faa95 || 0 0 0 || 0 0 0 ||
b4126b2e5f78248f6d5170139da39709 13e08ae63345e4e62ad340d29d1544b1 || 0 1 0 || 0 1 0 ||
2d09bdbb51dfdab8c6a64081c839f689 75fe22e961ebcded04288be27e962138 || 0 1 1 || 0 1 1 ||
0bae45f52d7976acadeddab520708962 f9ff945a00badd346caa2dc4029b0940 || 0 0 1 || 0 0 1 ||
2a5fbc0c3c78c7d190e592bf0e2be023 8e70ccad1ed5b1e35754e559c3ed30a8 || 0 0 1 || 0 0 1 ||
5554d7dda02df4f98eb583045afcebe1 242eed8a01d37d0aeca44c9e46ef0404 || 0 0 0 || 0 0 0 ||
a8c8686899ff9e16745d692256862282 2ece442cea660d71490e2b855f23aca4 || 0 1 0 || 0 1 0 ||
188a69e85969bc34c6da24a42fcdacb7 58626dac71eeb4829be5f87553a10b53 || 0 1 1 || 0 1 1 ||
a9cf3491db614536afe85290319ec63b f9cff3300f7f2b8073d19e318078d6ff || 0 1 1 || 0 1 1 ||
6b2bc9ecab9ab93c783710a07cd63cfb 3542f9f4d651ba81fed375004f648a71 || 0 0 0 || 0 0 0 ||
bf6fc1ba21ae44839eb8ecab55b50bfc 371db17c561b4f16bcd83fdb1116bcb6 || 0 1 0 || 0 1 0 ||
08044937e102ca1061f0632df3042f3c aeb7e36aed77f67dadc97aa747577273 || 0 0 1 || 0 0 1 ||
f5bdad23efd410c91624c483dd959202 9e3dfe2135f06f32e3652f3e3e60187c || 0 0 0 || 0 0 0 ||
19d70f42060e3bf350021dccbd9dab7a b3462b9aba68af8bccc97c95ac8e1b44 || 0 0 1 || 0 0 1 ||
43eb8a728c9e1f885809c4d2c1977cf9 42f7db923eb16f88e905475ab1d94b0d || 0 0 0 || 0 0 0 ||
7bd87b90ee7cb91a322b49be539a88df 1206a482dd8cfa53fc25903eca3d5f4b || 0 0 0 || 0 0 0 ||
eebad9a7e6ec914c297fabd42d141614 d5f0715c4c2dece13dd6a4fba3d5104c || 0 0 0 || 0 0 0 ||
83156b66450814646a547870e3139e53 a3a3a72507fa2aaa96450a0b37439116 || 0 1 1 || 0 1 1 ||
d571b4689f54fe44caa104db42b9f34c 2f6620f15bbd2b7ec998dfdbf9e44c9b || 0 1 0 || 0 1 0 ||
aebbcc5695680bd391bb521d52fa36bf 587ed922c6c6d7057584c69116f41d57 || 0 1 0 || 0 1 0 ||
