c859cba7 a700a759 || 0 0 0 || 0 0 0 ||
0de70441 fd42285e || 0 0 1 || 0 0 1 ||
abb90ad6 cb121eae || 0 1 1 || 0 1 1 ||
9b794f37 3727e90d || 0 1 0 || 0 1 0 ||
d93a42ff 28235188 || 0 1 0 || 0 1 0 ||
b0da7aa8 a2919b17 || 0 0 0 || 0 0 0 ||
4f4bf956 17a8de90 || 0 0 0 || 0 0 0 ||
320262e7 60c7c0b2 || 0 1 1 || 0 1 1 ||
c9081db6 604f264e || 0 1 0 || 0 1 0 ||
af52dbfd 9a1b4b2c || 0 0 0 || 0 0 0 ||
9cb973a0 795d62a5 || 0 1 0 || 0 1 0 ||
3f046921 f81ef57b || 0 0 1 || 0 0 1 ||
e4364c43 e9daaec7 || 0 1 1 || 0 1 1 ||
cf4a30b0 3c3a4519 || 0 1 0 || 0 1 0 ||
f22c345e 42968781 || 0 1 0 || 0 1 0 ||
bd1ac9b0 df84a79b || 0 1 1 || 0 1 1 ||
ddb52528 2faea73d || 0 1 0 || 0 1 0 ||
1ce60187 626afc15 || 0 1 1 || 0 1 1 ||
35ed4863 4fa13617 || 0 1 1 || 0 1 1 ||
796fe31c 05f706a4 || 0 0 0 || 0 0 0 ||
e3be4672 1d106aae || 0 1 0 || 0 1 0 ||
a3b72048 b029a3c3 || 0 1 1 || 0 1 1 ||
d0c84b9a b8e0fcd3 || 0 0 0 || 0 0 0 ||
830d569d e3b3dae6 || 0 1 1 || 0 1 1 ||
aeb76bf2 d67f2f67 || 0 1 1 || 0 1 1 ||
4b0750c4 5486eed6 || 0 1 1 || 0 1 1 ||
ad946e6c 254f050a || 0 1 0 || 0 1 0 ||
6efc4297 7664c063 || 0 1 1 || 0 1 1 ||
9882d31d 42de03f7 || 0 1 0 || 0 1 0 ||
7d1b6643 b6a5d0dd || 0 0 1 || 0 0 1 ||
1f97299a c916a360 || 0 0 1 || 0 0 1 ||
1718f8b0 7328e3bc || 0 1 1 || 0 1 1 ||
75166650 00c3f007 || 0 0 0 || 0 0 0 ||
8a911c59 79299cdc || 0 1 0 || 0 1 0 ||
ddb2319f ee318821 || 0 1 1 || 0 1 1 ||
9acc5957 93cd8a22 || 0 0 0 || 0 0 0 ||
117db315 4c3af42a || 0 1 1 || 0 1 1 ||
cdc52c1a 0891e732 || 0 1 0 || 0 1 0 ||
7ee9aee6 beb9cb3a || 0 0 1 || 0 0 1 ||
32d16609 3f7fd707 || 0 1 1 || 0 1 1 ||
b523a843 79ed19e8 || 0 1 0 || 0 1 0 ||
27de5a5c 6f834530 || 0 1 1 || 0 1 1 ||
aa0ae41a 2ddb2273 || 0 1 0 || 0 1 0 ||
d2ae45ca 2b009927 || 0 1 0 || 0 1 0 ||
441f01b4 44ef31c8 || 0 1 1 || 0 1 1 ||
e368b40e 682be7e4 || 0 1 0 || 0 1 0 ||
2802b20f 2381467e || 0 0 0 || 0 0 0 ||
d64fd721 24ff3d54 || 0 1 0 || 0 1 0 ||
8819e33c 98adce20 || 0 1 1 || 0 1 1 ||
54297c5d 393f09dd || 0 0 0 || 0 0 0 ||
6605bdbf 58fe8e90 || 0 0 0 || 0 0 0 ||
c97d2765 3e2e984d || 0 1 0 || 0 1 0 ||
a5b825fd baa65d4b || 0 1 1 || 0 1 1 ||
7a9c1484 7e7c3792 || 0 1 1 || 0 1 1 ||
5c36a3f4 9046b917 || 0 0 1 || 0 0 1 ||
856d5ebf e1271d30 || 0 1 1 || 0 1 1 ||
c00623a8 b06a9172 || 0 0 0 || 0 0 0 ||
6403334e ec151e21 || 0 0 1 || 0 0 1 ||
e148082d ee76bb08 || 0 1 1 || 0 1 1 ||
e434949e 1e767d27 || 0 1 0 || 0 1 0 ||
056b8233 f4d73bf2 || 0 0 1 || 0 0 1 ||
10fab60c 8448e540 || 0 0 1 || 0 0 1 ||
44f12338 2af83664 || 0 0 0 || 0 0 0 ||
e8d60d10 8e28c0a5 || 0 0 0 || 0 0 0 ||
cf434cdb 4b16674b || 0 1 0 || 0 1 0 ||
d952c5a2 3a050d56 || 0 1 0 || 0 1 0 ||
a134bf54 2e5718a2 || 0 1 0 || 0 1 0 ||
ecd9f74f d3fae9ae || 0 0 0 || 0 0 0 ||
cc561909 0f0157de || 0 1 0 || 0 1 0 ||
b1529d4b 68a4adc0 || 0 1 0 || 0 1 0 ||
cf73b0a9 7259cb95 || 0 1 0 || 0 1 0 ||
fd58ab1e a40e5e6e || 0 0 0 || 0 0 0 ||
d02df87e d43dd916 || 0 1 1 || 0 1 1 ||
cbcf9408 c136aa2d || 0 0 0 || 0 0 0 ||
f1bfc49a 81fb7335 || 0 0 0 || 0 0 0 ||
f681fc7c 5b515f46 || 0 1 0 || 0 1 0 ||
d7c3ecbc d869876a || 0 1 1 || 0 1 1 ||
b575b568 24661213 || 0 1 0 || 0 1 0 ||
eb647b7c fbf40272 || 0 1 1 || 0 1 1 ||
9676d4c6 10c2b3ca || 0 1 0 || 0 1 0 ||
b515aa73 21980160 || 0 1 0 || 0 1 0 ||
70601708 ae634ddb || 0 0 1 || 0 0 1 ||
fd78328b d0212a5f || 0 0 0 || 0 0 0 ||
fd2911dd b5d3019d || 0 0 0 || 0 0 0 ||
6dce8a60 ad6f0155 || 0 0 1 || 0 0 1 ||
0bb64e0e e24d71b6 || 0 0 1 || 0 0 1 ||
54213b0e c22ab9c1 || 0 0 1 || 0 0 1 ||
a3d203c7 95911012 || 0 0 0 || 0 0 0 ||
d4da1912 bf50518b || 0 0 0 || 0 0 0 ||
11f04053 6f303172 || 0 1 1 || 0 1 1 ||
22c01f2e 70cda313 || 0 1 1 || 0 1 1 ||
723768fe f7377bb1 || 0 0 1 || 0 0 1 ||
21ccc0d1 0f2dbef4 || 0 0 0 || 0 0 0 ||
eb79a9da 412d197f || 0 1 0 || 0 1 0 ||
7ee06808 c3ba139e || 0 0 1 || 0 0 1 ||
d062a927 3490b739 || 0 1 0 || 0 1 0 ||
fc07da9c 5dc7fd26 || 0 1 0 || 0 1 0 ||
6b5c8783 ccdf5ae8 || 0 0 1 || 0 0 1 ||
35bbc68c f4d9552e || 0 0 1 || 0 0 1 ||
ea43b68b 736ca39b || 0 1 0 || 0 1 0 ||
8fec0056 13aa38c4 || 0 1 0 || 0 1 0 ||
37634428 07a19c0a || 0 0 0 || 0 0 0 ||
1d29da56 7fa29208 || 0 1 1 || 0 1 1 ||
0f87b9b7 e62dbd1c || 0 0 1 || 0 0 1 ||
9bfdee7c 5b5c7457 || 0 1 0 || 0 1 0 ||
3de8f737 cb4a2bfc || 0 0 1 || 0 0 1 ||
478fba29 3346d275 || 0 0 0 || 0 0 0 ||
31abb52b 619a3fc6 || 0 1 1 || 0 1 1 ||
f97e55fd 378388f2 || 0 1 0 || 0 1 0 ||
548a22ba e0f3f4eb || 0 0 1 || 0 0 1 ||
12bb990b 38011865 || 0 1 1 || 0 1 1 ||
55e0e515 fdf13a02 || 0 0 1 || 0 0 1 ||
3a8079fc 7f619744 || 0 1 1 || 0 1 1 ||
31135a88 222086fc || 0 0 0 || 0 0 0 ||
6b8f46d8 2ebf9331 || 0 0 0 || 0 0 0 ||
53b6e6f3 966007e6 || 0 0 1 || 0 0 1 ||
1499d02b e94dfa87 || 0 0 1 || 0 0 1 ||
2e4e5a3a ed4344d4 || 0 0 1 || 0 0 1 ||
bd316aa0 f460186c || 0 1 1 || 0 1 1 ||
492ccc33 e9776f6e || 0 0 1 || 0 0 1 ||
5278459a 083d3e5d || 0 0 0 || 0 0 0 ||
36bd8609 46279b95 || 0 1 1 || 0 1 1 ||
aeee9190 b16332cc || 0 1 1 || 0 1 1 ||
02939d3f 6b01996d || 0 1 1 || 0 1 1 ||
2e33ff15 d0cd58f1 || 0 0 1 || 0 0 1 ||
6c709a49 7ff1dc96 || 0 1 1 || 0 1 1 ||
6637fb61 7aa2600c || 0 1 1 || 0 1 1 ||
7bd09243 dfb6adba || 0 0 1 || 0 0 1 ||
24372224 95b2283a || 0 0 1 || 0 0 1 ||
19a43012 fe936733 || 0 0 1 || 0 0 1 ||
d8232c9e 60f4540a || 0 1 0 || 0 1 0 ||
f80d2b16 79c4d3de || 0 1 0 || 0 1 0 ||
4eda746a e61f6025 || 0 0 1 || 0 0 1 ||
aeee9378 2ab0aa9b || 0 1 0 || 0 1 0 ||
71841fac 64bf8794 || 0 0 0 || 0 0 0 ||
bf69795a b9dfcf1c || 0 0 0 || 0 0 0 ||
807fc07b c049e7d2 || 0 1 1 || 0 1 1 ||
8b8e0e91 ae4f7591 || 0 1 1 || 0 1 1 ||
5165e937 1c02655b || 0 0 0 || 0 0 0 ||
f967fbe9 277658c3 || 0 1 0 || 0 1 0 ||
d0a6bd49 a358fe44 || 0 0 0 || 0 0 0 ||
6ba2819a 3c29d6a6 || 0 0 0 || 0 0 0 ||
4af6f978 ae0b343d || 0 0 1 || 0 0 1 ||
696a8468 30beb1ea || 0 0 0 || 0 0 0 ||
892335f8 28f1cad5 || 0 1 0 || 0 1 0 ||
16d5b78c 170591f0 || 0 1 1 || 0 1 1 ||
1844827d 53b7a7a8 || 0 1 1 || 0 1 1 ||
bf3ee046 384e56c5 || 0 1 0 || 0 1 0 ||
18ad6a96 f5c2fe74 || 0 0 1 || 0 0 1 ||
adab0e79 6db8b458 || 0 1 0 || 0 1 0 ||
4ed1a227 1eb4b38c || 0 0 0 || 0 0 0 ||
e9f10350 494f07c9 || 0 1 0 || 0 1 0 ||
d79f3691 eb8315d8 || 0 1 1 || 0 1 1 ||
21f12610 a12f476e || 0 0 1 || 0 0 1 ||
4900994b 8d8463b6 || 0 0 1 || 0 0 1 ||
57e3d80c c481ae95 || 0 0 1 || 0 0 1 ||
12e59ba3 6138fd6f || 0 1 1 || 0 1 1 ||
24311e37 b070a2b4 || 0 0 1 || 0 0 1 ||
15c7a383 9fb6247a || 0 0 1 || 0 0 1 ||
2bf662fd 75c04990 || 0 1 1 || 0 1 1 ||
30e5ac0d 3f7892f2 || 0 1 1 || 0 1 1 ||
77462422 86db9125 || 0 0 1 || 0 0 1 ||
559b3665 23a3733d || 0 0 0 || 0 0 0 ||
b3aa3e1b dfacf506 || 0 1 1 || 0 1 1 ||
29afb18f 0b4e5173 || 0 0 0 || 0 0 0 ||
42cbc593 2edf9d0b || 0 0 0 || 0 0 0 ||
0608ac15 ca5ba2b5 || 0 0 1 || 0 0 1 ||
e35a7efb 8ae1f01f || 0 0 0 || 0 0 0 ||
d978c402 2d224dae || 0 1 0 || 0 1 0 ||
28481c7f 572b6074 || 0 1 1 || 0 1 1 ||
91b3d41b 91977d63 || 0 0 0 || 0 0 0 ||
ba6b88e3 4f287f88 || 0 1 0 || 0 1 0 ||
19d338d8 4ccb7548 || 0 1 1 || 0 1 1 ||
8856ad70 3e3ef818 || 0 1 0 || 0 1 0 ||
545eeea3 93796b62 || 0 0 1 || 0 0 1 ||
91ed61b5 bf78ad11 || 0 1 1 || 0 1 1 ||
b40989e5 902e73d7 || 0 0 0 || 0 0 0 ||
86efe22a 6734097d || 0 1 0 || 0 1 0 ||
1d00ec64 e1799c1f || 0 0 1 || 0 0 1 ||
86ea6545 a65cc805 || 0 1 1 || 0 1 1 ||
e6980455 2f68468d || 0 1 0 || 0 1 0 ||
331daf23 b1e72e41 || 0 0 1 || 0 0 1 ||
6008c75f a080c1c8 || 0 0 1 || 0 0 1 ||
8900893c 296bfbd9 || 0 1 0 || 0 1 0 ||
7948e1bb c710f303 || 0 0 1 || 0 0 1 ||
3caebd58 43c28e9c || 0 1 1 || 0 1 1 ||
5339a4b9 19b1b6fe || 0 0 0 || 0 0 0 ||
322f8c69 6d0edd4c || 0 1 1 || 0 1 1 ||
658aa9d4 d9f3e520 || 0 0 1 || 0 0 1 ||
8d699cac 6bcf5060 || 0 1 0 || 0 1 0 ||
390e10ae 1b3a7e42 || 0 0 0 || 0 0 0 ||
ad7fc126 b061c6d5 || 0 1 1 || 0 1 1 ||
e02961d3 fff390f7 || 0 1 1 || 0 1 1 ||
a872390a 017335ff || 0 1 0 || 0 1 0 ||
eea31136 b0704e4d || 0 0 0 || 0 0 0 ||
4e5e4e64 eb197594 || 0 0 1 || 0 0 1 ||
449eb93b 2e7afef8 || 0 0 0 || 0 0 0 ||
d3bb9434 a22fa087 || 0 0 0 || 0 0 0 ||
a50e3a6e 943c7663 || 0 0 0 || 0 0 0 ||
064abd75 2b1dfe22 || 0 1 1 || 0 1 1 ||
b6e7c786 ab412268 || 0 0 0 || 0 0 0 ||
83d9c796 ccd974d4 || 0 1 1 || 0 1 1 ||
7f069f49 c57ce15c || 0 0 1 || 0 0 1 ||
18978ac5 ce16f103 || 0 0 1 || 0 0 1 ||
c9c9d6dd 5cf581fe || 0 1 0 || 0 1 0 ||
bc7a3142 544f4f60 || 0 1 0 || 0 1 0 ||
bdbcea19 b7682b7c || 0 0 0 || 0 0 0 ||
d1930bb5 54bc44e6 || 0 1 0 || 0 1 0 ||
9e8dd1eb 24a67eab || 0 1 0 || 0 1 0 ||
ff757cf9 c9371218 || 0 0 0 || 0 0 0 ||
3d111dcb 7bae2f8b || 0 1 1 || 0 1 1 ||
44d3b702 aba5fa03 || 0 0 1 || 0 0 1 ||
7e971ac8 f9fa4d50 || 0 0 1 || 0 0 1 ||
fc72eca1 ddf29ee1 || 0 0 0 || 0 0 0 ||
eae26c13 f72fc340 || 0 1 1 || 0 1 1 ||
1dea9a54 f8fc63b3 || 0 0 1 || 0 0 1 ||
aa178a8a f8c739e9 || 0 1 1 || 0 1 1 ||
d27833eb 7cc03879 || 0 1 0 || 0 1 0 ||
612fc47e 579a94e5 || 0 0 0 || 0 0 0 ||
51ccc774 0c9ffb2d || 0 0 0 || 0 0 0 ||
85e4df6a 5a4b85dc || 0 1 0 || 0 1 0 ||
d8494c39 ba511b0b || 0 0 0 || 0 0 0 ||
552f24c5 e4afe9e9 || 0 0 1 || 0 0 1 ||
932fe2bd ded7b1b0 || 0 1 1 || 0 1 1 ||
94cb28e7 2b3ffed7 || 0 1 0 || 0 1 0 ||
a584f72b bd466a4b || 0 1 1 || 0 1 1 ||
77321377 f325afa2 || 0 0 1 || 0 0 1 ||
5f139bf7 cd30bb66 || 0 0 1 || 0 0 1 ||
5a0d71b0 e8c10e80 || 0 0 1 || 0 0 1 ||
4e26c772 f51c1cec || 0 0 1 || 0 0 1 ||
c59e3e7e cc20fefb || 0 1 1 || 0 1 1 ||
e1ed863b c17a4f9f || 0 0 0 || 0 0 0 ||
5c3e94cb 0ea6d02a || 0 0 0 || 0 0 0 ||
fb37da7f cd8be06c || 0 0 0 || 0 0 0 ||
6b5f6e6d b99e32a5 || 0 0 1 || 0 0 1 ||
62157e6b 8a9e0edc || 0 0 1 || 0 0 1 ||
96fd9854 6e56bf5c || 0 1 0 || 0 1 0 ||
e6fdb58e 6fb7b101 || 0 1 0 || 0 1 0 ||
609c81aa 46d24e58 || 0 0 0 || 0 0 0 ||
b7b2f889 0b47776e || 0 1 0 || 0 1 0 ||
a4665cd7 940e8f69 || 0 0 0 || 0 0 0 ||
6429d884 e2611512 || 0 0 1 || 0 0 1 ||
a69f5d2b 80deb248 || 0 0 0 || 0 0 0 ||
2a5558ff f433ddc9 || 0 0 1 || 0 0 1 ||
5a3c4adf 6e98966f || 0 1 1 || 0 1 1 ||
53de5f3e 9b8264e8 || 0 0 1 || 0 0 1 ||
461fbc07 8725a8b5 || 0 0 1 || 0 0 1 ||
40235c10 a1e728a5 || 0 0 1 || 0 0 1 ||
2d886bfc 63c34624 || 0 1 1 || 0 1 1 ||
c5b5b8b2 ce901c8d || 0 1 1 || 0 1 1 ||
e0b9d861 f6924d42 || 0 1 1 || 0 1 1 ||
10fc77c0 6c5b429a || 0 1 1 || 0 1 1 ||
8096d435 0497e354 || 0 1 0 || 0 1 0 ||
b0a60476 5bc1dc4f || 0 1 0 || 0 1 0 ||
43f58fef 6e9c9b49 || 0 1 1 || 0 1 1 ||
94b587de f3ab9fd1 || 0 1 1 || 0 1 1 ||
3fbede15 2243dbda || 0 0 0 || 0 0 0 ||
cd42bb6a 972c9899 || 0 0 0 || 0 0 0 ||
bbea6761 979b97c3 || 0 0 0 || 0 0 0 ||
5a1565a6 f9dd0df5 || 0 0 1 || 0 0 1 ||
9cb20959 277296bb || 0 1 0 || 0 1 0 ||
a418a4da 4ba7e4b6 || 0 1 0 || 0 1 0 ||
ddda94fa 680d4fd9 || 0 1 0 || 0 1 0 ||
148ab79f e2d3e816 || 0 0 1 || 0 0 1 ||
8fc3d545 c5967cf6 || 0 1 1 || 0 1 1 ||
d8791a21 a6220a9a || 0 0 0 || 0 0 0 ||
6f9893c4 0227de9a || 0 0 0 || 0 0 0 ||
30fc9a05 ca906bb6 || 0 0 1 || 0 0 1 ||
b87cef85 5511fb3b || 0 1 0 || 0 1 0 ||
f5ee834e 5e179880 || 0 1 0 || 0 1 0 ||
d5760184 65165967 || 0 1 0 || 0 1 0 ||
b6b0dbc2 a9433299 || 0 0 0 || 0 0 0 ||
0e8d9149 7748e16f || 0 1 1 || 0 1 1 ||
083fc342 fb91a854 || 0 0 1 || 0 0 1 ||
cb5c704b 049eec94 || 0 1 0 || 0 1 0 ||
8fdc9241 4be9fd40 || 0 1 0 || 0 1 0 ||
4458f917 c91d8349 || 0 0 1 || 0 0 1 ||
845f0b55 651e15c9 || 0 1 0 || 0 1 0 ||
83bb3d8d aeba4441 || 0 1 1 || 0 1 1 ||
a62d6845 1f538bdd || 0 1 0 || 0 1 0 ||
7b3caad3 82669278 || 0 0 1 || 0 0 1 ||
87fed13f ab56626b || 0 1 1 || 0 1 1 ||
ed073c89 a1aa1101 || 0 0 0 || 0 0 0 ||
ac5f057e 09a31346 || 0 1 0 || 0 1 0 ||
e7680a4a cef9493e || 0 0 0 || 0 0 0 ||
480c8356 69701023 || 0 1 1 || 0 1 1 ||
e1cde6b1 d49d820f || 0 0 0 || 0 0 0 ||
690679b0 96599cf9 || 0 0 1 || 0 0 1 ||
cdb63bce 19b9cec2 || 0 1 0 || 0 1 0 ||
58cf707c 76e38303 || 0 1 1 || 0 1 1 ||
1c55e6dc ac281a43 || 0 0 1 || 0 0 1 ||
b92b0dba 488ab79d || 0 1 0 || 0 1 0 ||
399002b0 78f87df7 || 0 1 1 || 0 1 1 ||
3f10686e 96a1d13a || 0 0 1 || 0 0 1 ||
a27ba4dc 8337e550 || 0 0 0 || 0 0 0 ||
e6613dd4 b06caac7 || 0 0 0 || 0 0 0 ||
4a9249b1 6b63615a || 0 1 1 || 0 1 1 ||
1ae35cc9 87b20200 || 0 0 1 || 0 0 1 ||
6ba34f29 40decf03 || 0 0 0 || 0 0 0 ||
8af9d75a 37d45a0b || 0 1 0 || 0 1 0 ||
4b3cb7c0 6ef7bd04 || 0 1 1 || 0 1 1 ||
4b779ffa a345ee93 || 0 0 1 || 0 0 1 ||
f24aad2a 53e016e6 || 0 1 0 || 0 1 0 ||
89a5f2d1 60044ecd || 0 1 0 || 0 1 0 ||
2026c224 36ac4eca || 0 1 1 || 0 1 1 ||
2ad13a0e ddfc31c2 || 0 0 1 || 0 0 1 ||
f88d32cf e1f4f56e || 0 0 0 || 0 0 0 ||
3b9d0e42 a1cd80c3 || 0 0 1 || 0 0 1 ||
a597210c a22c9e13 || 0 0 0 || 0 0 0 ||
b441a4b1 8424fe65 || 0 0 0 || 0 0 0 ||
1897899c 6afb8854 || 0 1 1 || 0 1 1 ||
d926aa1b 02acb5c2 || 0 1 0 || 0 1 0 ||
2d26c35a 3b4af6f2 || 0 1 1 || 0 1 1 ||
f4ee6d5a 32b89787 || 0 1 0 || 0 1 0 ||
b3b89da0 7d97be89 || 0 1 0 || 0 1 0 ||
bb013d7f 59a6f873 || 0 1 0 || 0 1 0 ||
e0c13367 2985ed32 || 0 1 0 || 0 1 0 ||
8bcec736 28dfc372 || 0 1 0 || 0 1 0 ||
9bfab013 75c3d179 || 0 1 0 || 0 1 0 ||
a2c6cb42 f608d02e || 0 1 1 || 0 1 1 ||
93abb636 d8e5ccad || 0 1 1 || 0 1 1 ||
948d75aa 85a58c73 || 0 0 0 || 0 0 0 ||
4cb33344 de77a79d || 0 0 1 || 0 0 1 ||
122f76b5 8afa420f || 0 0 1 || 0 0 1 ||
de90b3dc 191c3f8e || 0 1 0 || 0 1 0 ||
08ddb736 e37536c0 || 0 0 1 || 0 0 1 ||
e953d0f8 47917adf || 0 1 0 || 0 1 0 ||
b28e2a16 19f4550f || 0 1 0 || 0 1 0 ||
469b108f faa6b084 || 0 0 1 || 0 0 1 ||
9d160911 22b401f5 || 0 1 0 || 0 1 0 ||
ff1e6262 78a2ee20 || 0 1 0 || 0 1 0 ||
42a98c2f f58a39d1 || 0 0 1 || 0 0 1 ||
49985ddc e67fbc01 || 0 0 1 || 0 0 1 ||
f66438d7 ea0e0572 || 0 0 0 || 0 0 0 ||
588db9b9 0e0db85a || 0 0 0 || 0 0 0 ||
34089879 099307fc || 0 0 0 || 0 0 0 ||
0b153549 188dfef8 || 0 1 1 || 0 1 1 ||
f16297ad df90a00a || 0 0 0 || 0 0 0 ||
120f6243 82745bb3 || 0 0 1 || 0 0 1 ||
92efe862 4f476857 || 0 1 0 || 0 1 0 ||
dac1edf5 4d924208 || 0 1 0 || 0 1 0 ||
58bae27c 737a2454 || 0 1 1 || 0 1 1 ||
92f8706f 653e576b || 0 1 0 || 0 1 0 ||
def3b1a7 798d52d4 || 0 1 0 || 0 1 0 ||
39c17b78 93141da5 || 0 0 1 || 0 0 1 ||
2eee6cd5 6119f130 || 0 1 1 || 0 1 1 ||
c30c6422 e8477dc4 || 0 1 1 || 0 1 1 ||
251a2990 00386fe5 || 0 0 0 || 0 0 0 ||
cd831b37 3cae73e5 || 0 1 0 || 0 1 0 ||
e6f861f4 c0021f1b || 0 0 0 || 0 0 0 ||
58bb304c 1dbd6683 || 0 0 0 || 0 0 0 ||
4326c796 24b87bbe || 0 0 0 || 0 0 0 ||
cba5c3d4 e86d51f2 || 0 1 1 || 0 1 1 ||
162b39da 73ce2cfa || 0 1 1 || 0 1 1 ||
e2b5c98c 58788ad9 || 0 1 0 || 0 1 0 ||
4de4bec2 2681d88a || 0 0 0 || 0 0 0 ||
e2b10271 4978a8eb || 0 1 0 || 0 1 0 ||
017f2a69 ee52dfd4 || 0 0 1 || 0 0 1 ||
1d359b5c cdf371d5 || 0 0 1 || 0 0 1 ||
b33405ca e226f6ed || 0 1 1 || 0 1 1 ||
aa6161a0 7ef0dbd5 || 0 1 0 || 0 1 0 ||
b865bc85 3fc6a763 || 0 1 0 || 0 1 0 ||
d1f4f12f f425591e || 0 1 1 || 0 1 1 ||
5d31c637 7b2fd4b0 || 0 1 1 || 0 1 1 ||
b4bfd42e 8a8a0037 || 0 0 0 || 0 0 0 ||
a2dc0de3 bd393359 || 0 1 1 || 0 1 1 ||
d3033eac 883e75c4 || 0 0 0 || 0 0 0 ||
711d14f9 e4e1af8d || 0 0 1 || 0 0 1 ||
05fef88d c083c95f || 0 0 1 || 0 0 1 ||
33d6bd37 f50eba63 || 0 0 1 || 0 0 1 ||
3355ee36 d225e7c6 || 0 0 1 || 0 0 1 ||
bba6d0a3 a825307d || 0 0 0 || 0 0 0 ||
4f8f3e9c 6a57d644 || 0 1 1 || 0 1 1 ||
ecae676d 8927e0aa || 0 0 0 || 0 0 0 ||
04101a2f c934ea71 || 0 0 1 || 0 0 1 ||
fae07417 b9847d11 || 0 0 0 || 0 0 0 ||
daf38b5c cfa0eba4 || 0 0 0 || 0 0 0 ||
5de742c6 63d5b5aa || 0 1 1 || 0 1 1 ||
69b6afb3 15c41fb0 || 0 0 0 || 0 0 0 ||
14d5761d 0fb173d7 || 0 0 0 || 0 0 0 ||
ed3d4d7f 693dcf08 || 0 1 0 || 0 1 0 ||
18f0493d 3ed66671 || 0 1 1 || 0 1 1 ||
dbde50b5 a081bc0c || 0 0 0 || 0 0 0 ||
3ba81496 d2be2526 || 0 0 1 || 0 0 1 ||
c7ab0bc8 1a5fcb0f || 0 1 0 || 0 1 0 ||
d2e6c4cc 37afa5b9 || 0 1 0 || 0 1 0 ||
c385a316 36e816bf || 0 1 0 || 0 1 0 ||
e62c74bc 8ccf0308 || 0 0 0 || 0 0 0 ||
3ee35f25 fb487651 || 0 0 1 || 0 0 1 ||
dd8ea33d cf9f35f7 || 0 0 0 || 0 0 0 ||
f205db90 cd654f16 || 0 0 0 || 0 0 0 ||
d6757772 e5418b46 || 0 1 1 || 0 1 1 ||
03a5d72d 4097177f || 0 1 1 || 0 1 1 ||
548e1aaf 3d9f59ca || 0 0 0 || 0 0 0 ||
1bc31012 3b09a3e7 || 0 1 1 || 0 1 1 ||
14098b0c 792232a1 || 0 1 1 || 0 1 1 ||
dc839d12 79f93bf3 || 0 1 0 || 0 1 0 ||
6c8992ea 675049fc || 0 0 0 || 0 0 0 ||
6568ca40 6e8f5dcb || 0 1 1 || 0 1 1 ||
222bf4d9 dbbbede3 || 0 0 1 || 0 0 1 ||
527af11e fba35314 || 0 0 1 || 0 0 1 ||
efbc88f9 01aa1514 || 0 1 0 || 0 1 0 ||
0f5bf7e4 b8a4c06c || 0 0 1 || 0 0 1 ||
6decbc6f 32a64a56 || 0 0 0 || 0 0 0 ||
0e896861 e5a704cd || 0 0 1 || 0 0 1 ||
0f840e5c eeb306d5 || 0 0 1 || 0 0 1 ||
ba5b4007 b43b3a10 || 0 0 0 || 0 0 0 ||
fe2b386e 68229842 || 0 1 0 || 0 1 0 ||
f6c05a15 84100520 || 0 0 0 || 0 0 0 ||
885cd196 3a4844f8 || 0 1 0 || 0 1 0 ||
7dd3d70e c3d2eec8 || 0 0 1 || 0 0 1 ||
f3bd4cd5 75f8ed25 || 0 1 0 || 0 1 0 ||
e8feaa22 2ccc6a92 || 0 1 0 || 0 1 0 ||
07533625 5b4900b1 || 0 1 1 || 0 1 1 ||
edaa1ed6 edb4440d || 0 1 1 || 0 1 1 ||
6814c55f dbc4aea3 || 0 0 1 || 0 0 1 ||
8186fd5a c2b94d3b || 0 1 1 || 0 1 1 ||
06f6496d 32abb99e || 0 1 1 || 0 1 1 ||
5197c58c ed784108 || 0 0 1 || 0 0 1 ||
3acdc9f1 22106265 || 0 0 0 || 0 0 0 ||
4296e6be 2d95b62e || 0 0 0 || 0 0 0 ||
40a04908 90d6a3a5 || 0 0 1 || 0 0 1 ||
c24b484e b5821f78 || 0 0 0 || 0 0 0 ||
09c03339 ea9094cf || 0 0 1 || 0 0 1 ||
754e17de bb08655d || 0 0 1 || 0 0 1 ||
470018f4 70843516 || 0 1 1 || 0 1 1 ||
c2986051 900b04e9 || 0 0 0 || 0 0 0 ||
591ad733 96922ccf || 0 0 1 || 0 0 1 ||
505a8f97 5f8bae1e || 0 1 1 || 0 1 1 ||
a4ad0413 1be75376 || 0 1 0 || 0 1 0 ||
c5bca2d1 31f4c397 || 0 1 0 || 0 1 0 ||
a24c487c 65f505b3 || 0 1 0 || 0 1 0 ||
e41ede91 1a1b0af4 || 0 1 0 || 0 1 0 ||
592f6c31 3a577d81 || 0 0 0 || 0 0 0 ||
ab669d37 5b9343e9 || 0 1 0 || 0 1 0 ||
135b990e 042b7caa || 0 0 0 || 0 0 0 ||
f539ff5b 96bc7267 || 0 0 0 || 0 0 0 ||
6b07d6a7 ec6a0d4a || 0 0 1 || 0 0 1 ||
e07d093d c196d64a || 0 0 0 || 0 0 0 ||
36ede982 83db4806 || 0 0 1 || 0 0 1 ||
d7cb228f 245c45fb || 0 1 0 || 0 1 0 ||
7f3109af 55c1a9c7 || 0 0 0 || 0 0 0 ||
ecc7b39f 7a7e9330 || 0 1 0 || 0 1 0 ||
86ac1423 eb7b6b30 || 0 1 1 || 0 1 1 ||
ab64b4b5 f6218433 || 0 1 1 || 0 1 1 ||
