94c8 9511 || 0 1 1 || 0 1 1 ||
ba0a a545 || 0 0 0 || 0 0 0 ||
e19a ef0c || 0 1 1 || 0 1 1 ||
3c92 d5be || 0 0 1 || 0 0 1 ||
2bde ea48 || 0 0 1 || 0 0 1 ||
fec4 8f8b || 0 0 0 || 0 0 0 ||
7a5d 5059 || 0 0 0 || 0 0 0 ||
2e4a 9b06 || 0 0 1 || 0 0 1 ||
e194 5cf8 || 0 1 0 || 0 1 0 ||
77be 23b2 || 0 0 0 || 0 0 0 ||
12ef 96f0 || 0 0 1 || 0 0 1 ||
8bd3 dc5c || 0 1 1 || 0 1 1 ||
a83c 44ca || 0 1 0 || 0 1 0 ||
fdfc 4ac0 || 0 1 0 || 0 1 0 ||
57e3 e366 || 0 0 1 || 0 0 1 ||
434d e16e || 0 0 1 || 0 0 1 ||
a227 5df1 || 0 1 0 || 0 1 0 ||
3b03 4275 || 0 1 1 || 0 1 1 ||
580a a3b4 || 0 0 1 || 0 0 1 ||
a63c de3d || 0 1 1 || 0 1 1 ||
9aec fb11 || 0 1 1 || 0 1 1 ||
53eb 7663 || 0 1 1 || 0 1 1 ||
07f5 4119 || 0 1 1 || 0 1 1 ||
e7fe b148 || 0 0 0 || 0 0 0 ||
3392 81fe || 0 0 1 || 0 0 1 ||
64c7 540c || 0 0 0 || 0 0 0 ||
4dfd e33d || 0 0 1 || 0 0 1 ||
ee85 4dcb || 0 1 0 || 0 1 0 ||
4c7c 8ded || 0 0 1 || 0 0 1 ||
410c 0094 || 0 0 0 || 0 0 0 ||
78d4 a75b || 0 0 1 || 0 0 1 ||
99fd 32e4 || 0 1 0 || 0 1 0 ||
718c aedc || 0 0 1 || 0 0 1 ||
ec63 de9e || 0 0 0 || 0 0 0 ||
350b b099 || 0 0 1 || 0 0 1 ||
cb30 4c9a || 0 1 0 || 0 1 0 ||
38f8 1b4d || 0 0 0 || 0 0 0 ||
2bd6 48e0 || 0 1 1 || 0 1 1 ||
9053 b9c1 || 0 1 1 || 0 1 1 ||
0d7d e3da || 0 0 1 || 0 0 1 ||
f6ab 6eec || 0 1 0 || 0 1 0 ||
2550 60be || 0 1 1 || 0 1 1 ||
78dd 1cbd || 0 0 0 || 0 0 0 ||
918b b1e7 || 0 1 1 || 0 1 1 ||
45fb 1f02 || 0 0 0 || 0 0 0 ||
72ca 0c23 || 0 0 0 || 0 0 0 ||
3fde 20c7 || 0 0 0 || 0 0 0 ||
78d7 f032 || 0 0 1 || 0 0 1 ||
51d6 d4c4 || 0 0 1 || 0 0 1 ||
d0bc 89be || 0 0 0 || 0 0 0 ||
df72 bbdf || 0 0 0 || 0 0 0 ||
cfdb a962 || 0 0 0 || 0 0 0 ||
3795 c1d6 || 0 0 1 || 0 0 1 ||
6f1f 61be || 0 0 0 || 0 0 0 ||
69bc edb7 || 0 0 1 || 0 0 1 ||
5125 b3c5 || 0 0 1 || 0 0 1 ||
96a8 c2c0 || 0 1 1 || 0 1 1 ||
2121 7308 || 0 1 1 || 0 1 1 ||
f562 ba2c || 0 0 0 || 0 0 0 ||
dff5 3f48 || 0 1 0 || 0 1 0 ||
1a7b bb29 || 0 0 1 || 0 0 1 ||
9cc3 cbeb || 0 1 1 || 0 1 1 ||
96bb 9f88 || 0 1 1 || 0 1 1 ||
b8f3 aad0 || 0 0 0 || 0 0 0 ||
8b09 d069 || 0 1 1 || 0 1 1 ||
254a 6e8d || 0 1 1 || 0 1 1 ||
1c85 0c83 || 0 0 0 || 0 0 0 ||
2da1 d102 || 0 0 1 || 0 0 1 ||
e227 cec4 || 0 0 0 || 0 0 0 ||
2353 c6d6 || 0 0 1 || 0 0 1 ||
d378 f58a || 0 1 1 || 0 1 1 ||
5b61 5fd4 || 0 1 1 || 0 1 1 ||
9200 4c92 || 0 1 0 || 0 1 0 ||
6801 3bbd || 0 0 0 || 0 0 0 ||
a2cc 42a1 || 0 1 0 || 0 1 0 ||
004a 762e || 0 1 1 || 0 1 1 ||
6a58 c6ab || 0 0 1 || 0 0 1 ||
e6bc 0e85 || 0 1 0 || 0 1 0 ||
c79a e939 || 0 1 1 || 0 1 1 ||
bfdd bf93 || 0 0 0 || 0 0 0 ||
5926 7a10 || 0 1 1 || 0 1 1 ||
1e41 cca1 || 0 0 1 || 0 0 1 ||
9acb 9247 || 0 0 0 || 0 0 0 ||
f73f ac48 || 0 0 0 || 0 0 0 ||
c29e 8e8a || 0 0 0 || 0 0 0 ||
567a c980 || 0 0 1 || 0 0 1 ||
1295 4dd8 || 0 1 1 || 0 1 1 ||
7502 ca4c || 0 0 1 || 0 0 1 ||
dad1 4682 || 0 1 0 || 0 1 0 ||
5bfc 7c60 || 0 1 1 || 0 1 1 ||
aebc e332 || 0 1 1 || 0 1 1 ||
fc5c 1fe2 || 0 1 0 || 0 1 0 ||
29f1 6fa4 || 0 1 1 || 0 1 1 ||
1031 d1cd || 0 0 1 || 0 0 1 ||
a127 f5d1 || 0 1 1 || 0 1 1 ||
e116 33d3 || 0 1 0 || 0 1 0 ||
3396 f24a || 0 0 1 || 0 0 1 ||
1b22 64dc || 0 1 1 || 0 1 1 ||
c100 3f8e || 0 1 0 || 0 1 0 ||
b1e0 1c72 || 0 1 0 || 0 1 0 ||
647a 3fb9 || 0 0 0 || 0 0 0 ||
1d20 54ff || 0 1 1 || 0 1 1 ||
2ea0 22e6 || 0 0 0 || 0 0 0 ||
0290 2e20 || 0 1 1 || 0 1 1 ||
5f06 5d91 || 0 0 0 || 0 0 0 ||
f530 3165 || 0 1 0 || 0 1 0 ||
88d8 e28d || 0 1 1 || 0 1 1 ||
abd4 b4c3 || 0 1 1 || 0 1 1 ||
10d2 316c || 0 1 1 || 0 1 1 ||
9de2 8ce6 || 0 0 0 || 0 0 0 ||
c826 a91d || 0 0 0 || 0 0 0 ||
c1ec 295f || 0 1 0 || 0 1 0 ||
8021 c52c || 0 1 1 || 0 1 1 ||
a8de f8a9 || 0 1 1 || 0 1 1 ||
4384 7794 || 0 1 1 || 0 1 1 ||
bda8 59a2 || 0 1 0 || 0 1 0 ||
68b5 8995 || 0 0 1 || 0 0 1 ||
8e8f d5cc || 0 1 1 || 0 1 1 ||
33bf 2b77 || 0 0 0 || 0 0 0 ||
c079 d69d || 0 1 1 || 0 1 1 ||
16a2 1cb3 || 0 1 1 || 0 1 1 ||
98cd 0170 || 0 1 0 || 0 1 0 ||
9b8c 15b5 || 0 1 0 || 0 1 0 ||
8b5c cf47 || 0 1 1 || 0 1 1 ||
53e3 3057 || 0 0 0 || 0 0 0 ||
5832 b26c || 0 0 1 || 0 0 1 ||
7184 dfd0 || 0 0 1 || 0 0 1 ||
af46 0fca || 0 1 0 || 0 1 0 ||
faf5 add5 || 0 0 0 || 0 0 0 ||
8738 db9a || 0 1 1 || 0 1 1 ||
6a7f 9fe1 || 0 0 1 || 0 0 1 ||
e0bd f37a || 0 1 1 || 0 1 1 ||
1745 70cc || 0 1 1 || 0 1 1 ||
a858 cd0c || 0 1 1 || 0 1 1 ||
9b01 20af || 0 1 0 || 0 1 0 ||
929e 24fa || 0 1 0 || 0 1 0 ||
6a26 6a0c || 0 0 0 || 0 0 0 ||
caee e228 || 0 1 1 || 0 1 1 ||
4833 94ad || 0 0 1 || 0 0 1 ||
c14f 550a || 0 1 0 || 0 1 0 ||
6495 98b6 || 0 0 1 || 0 0 1 ||
9810 f865 || 0 1 1 || 0 1 1 ||
f92f 82de || 0 0 0 || 0 0 0 ||
2311 1727 || 0 0 0 || 0 0 0 ||
cf1b 654a || 0 1 0 || 0 1 0 ||
3299 3428 || 0 1 1 || 0 1 1 ||
bb0c 3da2 || 0 1 0 || 0 1 0 ||
b923 fcbe || 0 1 1 || 0 1 1 ||
137c 32fb || 0 1 1 || 0 1 1 ||
2f14 fc9c || 0 0 1 || 0 0 1 ||
caae fc65 || 0 1 1 || 0 1 1 ||
5235 8754 || 0 0 1 || 0 0 1 ||
868b 902a || 0 1 1 || 0 1 1 ||
163f a3bf || 0 0 1 || 0 0 1 ||
abfa 94a5 || 0 0 0 || 0 0 0 ||
2c19 c52a || 0 0 1 || 0 0 1 ||
ba1d f353 || 0 1 1 || 0 1 1 ||
f6f2 4359 || 0 1 0 || 0 1 0 ||
fe83 ee8a || 0 0 0 || 0 0 0 ||
4f2f 058d || 0 0 0 || 0 0 0 ||
70eb 98de || 0 0 1 || 0 0 1 ||
117a 1036 || 0 0 0 || 0 0 0 ||
1403 8984 || 0 0 1 || 0 0 1 ||
89a7 2a91 || 0 1 0 || 0 1 0 ||
2a4f 7156 || 0 1 1 || 0 1 1 ||
7634 0e05 || 0 0 0 || 0 0 0 ||
8e0c 8828 || 0 0 0 || 0 0 0 ||
42f0 6f91 || 0 1 1 || 0 1 1 ||
020b a517 || 0 0 1 || 0 0 1 ||
152a 159a || 0 1 1 || 0 1 1 ||
13aa 82ff || 0 0 1 || 0 0 1 ||
5e66 d4e7 || 0 0 1 || 0 0 1 ||
9ca0 897b || 0 0 0 || 0 0 0 ||
80e5 5aaf || 0 1 0 || 0 1 0 ||
317c 8dcd || 0 0 1 || 0 0 1 ||
9196 af72 || 0 1 1 || 0 1 1 ||
0b95 2ab2 || 0 1 1 || 0 1 1 ||
0c0d 6e13 || 0 1 1 || 0 1 1 ||
91be f1d4 || 0 1 1 || 0 1 1 ||
8373 f1a7 || 0 1 1 || 0 1 1 ||
c198 e669 || 0 1 1 || 0 1 1 ||
c760 4d4f || 0 1 0 || 0 1 0 ||
30f2 1ee7 || 0 0 0 || 0 0 0 ||
e80c 65bc || 0 1 0 || 0 1 0 ||
923b d2a0 || 0 1 1 || 0 1 1 ||
fd64 25da || 0 1 0 || 0 1 0 ||
f835 5eb1 || 0 1 0 || 0 1 0 ||
168d d121 || 0 0 1 || 0 0 1 ||
f3a3 03e9 || 0 1 0 || 0 1 0 ||
0ed0 063c || 0 0 0 || 0 0 0 ||
8a4d 9bf5 || 0 1 1 || 0 1 1 ||
c665 3435 || 0 1 0 || 0 1 0 ||
3867 8eb6 || 0 0 1 || 0 0 1 ||
bd95 69d1 || 0 1 0 || 0 1 0 ||
6cff 0a9c || 0 0 0 || 0 0 0 ||
d098 536c || 0 1 0 || 0 1 0 ||
eacb 1528 || 0 1 0 || 0 1 0 ||
8162 816c || 0 1 1 || 0 1 1 ||
6782 e665 || 0 0 1 || 0 0 1 ||
c881 2507 || 0 1 0 || 0 1 0 ||
1ce6 ce76 || 0 0 1 || 0 0 1 ||
07d2 7694 || 0 1 1 || 0 1 1 ||
7a04 9fcc || 0 0 1 || 0 0 1 ||
e1de c72e || 0 0 0 || 0 0 0 ||
ec12 ac21 || 0 0 0 || 0 0 0 ||
972b 97aa || 0 1 1 || 0 1 1 ||
391f 53ef || 0 1 1 || 0 1 1 ||
a636 0741 || 0 1 0 || 0 1 0 ||
ee51 200e || 0 1 0 || 0 1 0 ||
a536 9c06 || 0 0 0 || 0 0 0 ||
5ae6 0698 || 0 0 0 || 0 0 0 ||
a01e cd6f || 0 1 1 || 0 1 1 ||
8fdc cd17 || 0 1 1 || 0 1 1 ||
a323 1da7 || 0 1 0 || 0 1 0 ||
ae70 d841 || 0 1 1 || 0 1 1 ||
0e61 01cf || 0 0 0 || 0 0 0 ||
9c1d 068b || 0 1 0 || 0 1 0 ||
a8a3 0cc4 || 0 1 0 || 0 1 0 ||
9c51 10d6 || 0 1 0 || 0 1 0 ||
d7c3 f485 || 0 1 1 || 0 1 1 ||
9b86 fa82 || 0 1 1 || 0 1 1 ||
8ea7 e314 || 0 1 1 || 0 1 1 ||
341e 486e || 0 1 1 || 0 1 1 ||
52e6 6157 || 0 1 1 || 0 1 1 ||
529f 1d82 || 0 0 0 || 0 0 0 ||
65e5 d1c1 || 0 0 1 || 0 0 1 ||
0af0 9185 || 0 0 1 || 0 0 1 ||
e684 2ddd || 0 1 0 || 0 1 0 ||
eaea 6895 || 0 1 0 || 0 1 0 ||
66b6 f4bc || 0 0 1 || 0 0 1 ||
4d89 04d7 || 0 0 0 || 0 0 0 ||
04c5 f88b || 0 0 1 || 0 0 1 ||
f382 fdde || 0 1 1 || 0 1 1 ||
c233 8788 || 0 0 0 || 0 0 0 ||
8ce8 115e || 0 1 0 || 0 1 0 ||
464c c1b3 || 0 0 1 || 0 0 1 ||
a1c0 f238 || 0 1 1 || 0 1 1 ||
cfb7 3f34 || 0 1 0 || 0 1 0 ||
4581 32dd || 0 0 0 || 0 0 0 ||
9e31 7dad || 0 1 0 || 0 1 0 ||
905d 2501 || 0 1 0 || 0 1 0 ||
31f3 cf83 || 0 0 1 || 0 0 1 ||
c651 847e || 0 0 0 || 0 0 0 ||
eb9f f1c2 || 0 1 1 || 0 1 1 ||
e7f5 f443 || 0 1 1 || 0 1 1 ||
12f4 605b || 0 1 1 || 0 1 1 ||
df10 a21f || 0 0 0 || 0 0 0 ||
018c ba06 || 0 0 1 || 0 0 1 ||
fa81 4e09 || 0 1 0 || 0 1 0 ||
6a80 35e5 || 0 0 0 || 0 0 0 ||
8718 0971 || 0 1 0 || 0 1 0 ||
3b91 9b88 || 0 0 1 || 0 0 1 ||
c7ce c482 || 0 0 0 || 0 0 0 ||
c86a 848e || 0 0 0 || 0 0 0 ||
879b 19fc || 0 1 0 || 0 1 0 ||
97eb 628a || 0 1 0 || 0 1 0 ||
4fa3 20d6 || 0 0 0 || 0 0 0 ||
5b39 bb5c || 0 0 1 || 0 0 1 ||
65fb 0f08 || 0 0 0 || 0 0 0 ||
7bb0 256f || 0 0 0 || 0 0 0 ||
80c9 f231 || 0 1 1 || 0 1 1 ||
ec9d 415f || 0 1 0 || 0 1 0 ||
5f3d 34aa || 0 0 0 || 0 0 0 ||
d0e7 8806 || 0 0 0 || 0 0 0 ||
f8ac 7b18 || 0 1 0 || 0 1 0 ||
5ade 8e72 || 0 0 1 || 0 0 1 ||
a678 de34 || 0 1 1 || 0 1 1 ||
bc8f 8947 || 0 0 0 || 0 0 0 ||
b29e 86ef || 0 0 0 || 0 0 0 ||
6d05 83ba || 0 0 1 || 0 0 1 ||
88f4 c01b || 0 1 1 || 0 1 1 ||
9459 1240 || 0 1 0 || 0 1 0 ||
c6a4 c551 || 0 0 0 || 0 0 0 ||
d4d8 2da6 || 0 1 0 || 0 1 0 ||
6610 05ab || 0 0 0 || 0 0 0 ||
bd91 5065 || 0 1 0 || 0 1 0 ||
2ace 7dfa || 0 1 1 || 0 1 1 ||
17c4 2ef2 || 0 1 1 || 0 1 1 ||
085c a180 || 0 0 1 || 0 0 1 ||
d10b 9622 || 0 0 0 || 0 0 0 ||
9f50 66d6 || 0 1 0 || 0 1 0 ||
047f 7c97 || 0 1 1 || 0 1 1 ||
38f9 785d || 0 1 1 || 0 1 1 ||
e3c1 aef5 || 0 0 0 || 0 0 0 ||
5be0 0abe || 0 0 0 || 0 0 0 ||
3ad1 4a91 || 0 1 1 || 0 1 1 ||
09ed 902d || 0 0 1 || 0 0 1 ||
cbfe 08c4 || 0 1 0 || 0 1 0 ||
de59 9be8 || 0 0 0 || 0 0 0 ||
32d1 303d || 0 0 0 || 0 0 0 ||
cdd8 bbaa || 0 0 0 || 0 0 0 ||
b20f 3a0d || 0 1 0 || 0 1 0 ||
a8c7 df1f || 0 1 1 || 0 1 1 ||
4fcf 9118 || 0 0 1 || 0 0 1 ||
c373 c9b2 || 0 1 1 || 0 1 1 ||
fc6c 6fb0 || 0 1 0 || 0 1 0 ||
9f54 4569 || 0 1 0 || 0 1 0 ||
fb44 3ba0 || 0 1 0 || 0 1 0 ||
6a3f 7dd2 || 0 1 1 || 0 1 1 ||
317a cad0 || 0 0 1 || 0 0 1 ||
150f a690 || 0 0 1 || 0 0 1 ||
db42 a1fb || 0 0 0 || 0 0 0 ||
789c ca8d || 0 0 1 || 0 0 1 ||
47ac db1b || 0 0 1 || 0 0 1 ||
b1bc 1c08 || 0 1 0 || 0 1 0 ||
b97a 7fbe || 0 1 0 || 0 1 0 ||
78be 314f || 0 0 0 || 0 0 0 ||
1a66 5b62 || 0 1 1 || 0 1 1 ||
8e7b 73a2 || 0 1 0 || 0 1 0 ||
1206 48c7 || 0 1 1 || 0 1 1 ||
f829 ea63 || 0 0 0 || 0 0 0 ||
bea4 4242 || 0 1 0 || 0 1 0 ||
b5c5 230d || 0 1 0 || 0 1 0 ||
564c 75c3 || 0 1 1 || 0 1 1 ||
beb1 5d77 || 0 1 0 || 0 1 0 ||
b948 f6df || 0 1 1 || 0 1 1 ||
f2e8 eb83 || 0 0 0 || 0 0 0 ||
f8b7 e356 || 0 0 0 || 0 0 0 ||
a3cc 5548 || 0 1 0 || 0 1 0 ||
4e27 5861 || 0 1 1 || 0 1 1 ||
4c26 a351 || 0 0 1 || 0 0 1 ||
3544 fece || 0 0 1 || 0 0 1 ||
13c5 8d00 || 0 0 1 || 0 0 1 ||
58a9 380e || 0 0 0 || 0 0 0 ||
a1bd 6c8e || 0 1 0 || 0 1 0 ||
7de9 2b1f || 0 0 0 || 0 0 0 ||
9dc6 c622 || 0 1 1 || 0 1 1 ||
6afe f039 || 0 0 1 || 0 0 1 ||
9583 042f || 0 1 0 || 0 1 0 ||
5a13 033b || 0 0 0 || 0 0 0 ||
f12e 0c78 || 0 1 0 || 0 1 0 ||
68be 8575 || 0 0 1 || 0 0 1 ||
796e 3fcb || 0 0 0 || 0 0 0 ||
ceb9 8e1a || 0 0 0 || 0 0 0 ||
161c a448 || 0 0 1 || 0 0 1 ||
cdcd 58c3 || 0 1 0 || 0 1 0 ||
f230 650f || 0 1 0 || 0 1 0 ||
8d0d f362 || 0 1 1 || 0 1 1 ||
068a 4225 || 0 1 1 || 0 1 1 ||
7d36 73a3 || 0 0 0 || 0 0 0 ||
0883 8390 || 0 0 1 || 0 0 1 ||
837a 0817 || 0 1 0 || 0 1 0 ||
5932 0d3a || 0 0 0 || 0 0 0 ||
be91 fe4a || 0 1 1 || 0 1 1 ||
dd36 a50b || 0 0 0 || 0 0 0 ||
13af 98ef || 0 0 1 || 0 0 1 ||
edcc 91f7 || 0 0 0 || 0 0 0 ||
f6e2 a87b || 0 0 0 || 0 0 0 ||
110f 0471 || 0 0 0 || 0 0 0 ||
091a 3b9f || 0 1 1 || 0 1 1 ||
2176 7ed6 || 0 1 1 || 0 1 1 ||
7e31 c515 || 0 0 1 || 0 0 1 ||
1993 2199 || 0 1 1 || 0 1 1 ||
c45c cdf7 || 0 1 1 || 0 1 1 ||
66a3 ddc1 || 0 0 1 || 0 0 1 ||
8730 2b84 || 0 1 0 || 0 1 0 ||
a53c a38f || 0 0 0 || 0 0 0 ||
5c02 1a86 || 0 0 0 || 0 0 0 ||
6442 807c || 0 0 1 || 0 0 1 ||
9710 9c8b || 0 1 1 || 0 1 1 ||
2ee4 65a3 || 0 1 1 || 0 1 1 ||
be82 0b0e || 0 1 0 || 0 1 0 ||
8fd8 6c17 || 0 1 0 || 0 1 0 ||
a376 fb49 || 0 1 1 || 0 1 1 ||
aeec 482a || 0 1 0 || 0 1 0 ||
25a9 ab72 || 0 0 1 || 0 0 1 ||
de92 8b63 || 0 0 0 || 0 0 0 ||
5e96 5d43 || 0 0 0 || 0 0 0 ||
8c71 578a || 0 1 0 || 0 1 0 ||
25ee 6ceb || 0 1 1 || 0 1 1 ||
7624 c087 || 0 0 1 || 0 0 1 ||
e47b 27bf || 0 1 0 || 0 1 0 ||
06f1 7771 || 0 1 1 || 0 1 1 ||
ed57 6cbc || 0 1 0 || 0 1 0 ||
7c60 e904 || 0 0 1 || 0 0 1 ||
3c09 5a70 || 0 1 1 || 0 1 1 ||
e77e 0d95 || 0 1 0 || 0 1 0 ||
f160 b49d || 0 0 0 || 0 0 0 ||
76d2 dd60 || 0 0 1 || 0 0 1 ||
ba5b eb43 || 0 1 1 || 0 1 1 ||
40c1 3beb || 0 0 0 || 0 0 0 ||
90bc 2f02 || 0 1 0 || 0 1 0 ||
d08b 2b24 || 0 1 0 || 0 1 0 ||
0fa8 65be || 0 1 1 || 0 1 1 ||
e965 8aaf || 0 0 0 || 0 0 0 ||
de6b 58a3 || 0 1 0 || 0 1 0 ||
ced8 b4ad || 0 0 0 || 0 0 0 ||
0238 8aa1 || 0 0 1 || 0 0 1 ||
2bc7 1809 || 0 0 0 || 0 0 0 ||
61ff 5ccb || 0 0 0 || 0 0 0 ||
7f81 e488 || 0 0 1 || 0 0 1 ||
02d4 33af || 0 1 1 || 0 1 1 ||
b7f0 f7e5 || 0 1 1 || 0 1 1 ||
31ed 2216 || 0 0 0 || 0 0 0 ||
fa5f d7c5 || 0 0 0 || 0 0 0 ||
f8bc 1dc6 || 0 1 0 || 0 1 0 ||
be20 4ae6 || 0 1 0 || 0 1 0 ||
0825 1f61 || 0 1 1 || 0 1 1 ||
38bd f87b || 0 0 1 || 0 0 1 ||
881a 534c || 0 1 0 || 0 1 0 ||
8661 8b67 || 0 1 1 || 0 1 1 ||
86fc 9ab2 || 0 1 1 || 0 1 1 ||
aac1 4674 || 0 1 0 || 0 1 0 ||
c8d9 9d26 || 0 0 0 || 0 0 0 ||
a167 002e || 0 1 0 || 0 1 0 ||
b98d db53 || 0 1 1 || 0 1 1 ||
99fa 85ac || 0 0 0 || 0 0 0 ||
3946 203e || 0 0 0 || 0 0 0 ||
3e98 7965 || 0 1 1 || 0 1 1 ||
306f 1cdf || 0 0 0 || 0 0 0 ||
5521 85f5 || 0 0 1 || 0 0 1 ||
15d3 a5c0 || 0 0 1 || 0 0 1 ||
3a72 1d2b || 0 0 0 || 0 0 0 ||
37f8 2965 || 0 0 0 || 0 0 0 ||
eac5 d0bd || 0 0 0 || 0 0 0 ||
5263 a35a || 0 0 1 || 0 0 1 ||
77f9 de92 || 0 0 1 || 0 0 1 ||
bb6f 0a44 || 0 1 0 || 0 1 0 ||
144b 9e9a || 0 0 1 || 0 0 1 ||
4d34 ea0a || 0 0 1 || 0 0 1 ||
e940 bd2f || 0 0 0 || 0 0 0 ||
3afe b991 || 0 0 1 || 0 0 1 ||
3fc1 27a0 || 0 0 0 || 0 0 0 ||
8af6 ecfd || 0 1 1 || 0 1 1 ||
aa2e ffa5 || 0 1 1 || 0 1 1 ||
6e26 85c5 || 0 0 1 || 0 0 1 ||
fc0b 5be8 || 0 1 0 || 0 1 0 ||
c448 5bbf || 0 1 0 || 0 1 0 ||
aed1 3cc3 || 0 1 0 || 0 1 0 ||
59cc 07fb || 0 0 0 || 0 0 0 ||
566d 8513 || 0 0 1 || 0 0 1 ||
7eda 2b77 || 0 0 0 || 0 0 0 ||
a45b 875a || 0 0 0 || 0 0 0 ||
513d 42d8 || 0 0 0 || 0 0 0 ||
5d5f 4cbc || 0 0 0 || 0 0 0 ||
d841 da2e || 0 1 1 || 0 1 1 ||
b6ba 5010 || 0 1 0 || 0 1 0 ||
5281 b80d || 0 0 1 || 0 0 1 ||
4996 e986 || 0 0 1 || 0 0 1 ||
6009 ea2b || 0 0 1 || 0 0 1 ||
7b03 f255 || 0 0 1 || 0 0 1 ||
0d56 58e9 || 0 1 1 || 0 1 1 ||
d38d f69e || 0 1 1 || 0 1 1 ||
78f3 d717 || 0 0 1 || 0 0 1 ||
0945 e0c4 || 0 0 1 || 0 0 1 ||
2d11 373e || 0 1 1 || 0 1 1 ||
25d8 4a24 || 0 1 1 || 0 1 1 ||
fb26 1fe3 || 0 1 0 || 0 1 0 ||
d3c5 f19e || 0 1 1 || 0 1 1 ||
c55c 2d68 || 0 1 0 || 0 1 0 ||
a23b 17b2 || 0 1 0 || 0 1 0 ||
c151 7e72 || 0 1 0 || 0 1 0 ||
73e1 539a || 0 0 0 || 0 0 0 ||
b7d9 6137 || 0 1 0 || 0 1 0 ||
4f6a b7a2 || 0 0 1 || 0 0 1 ||
1139 b72a || 0 0 1 || 0 0 1 ||
7d6f d5e1 || 0 0 1 || 0 0 1 ||
42a9 71bf || 0 1 1 || 0 1 1 ||
7620 8d04 || 0 0 1 || 0 0 1 ||
cb39 1f4b || 0 1 0 || 0 1 0 ||
1049 6708 || 0 1 1 || 0 1 1 ||
7a70 b13e || 0 0 1 || 0 0 1 ||
bb71 7db3 || 0 1 0 || 0 1 0 ||
c21b c0b2 || 0 0 0 || 0 0 0 ||
1abe b532 || 0 0 1 || 0 0 1 ||
e4b3 8546 || 0 0 0 || 0 0 0 ||
b3a6 f357 || 0 1 1 || 0 1 1 ||
1745 9226 || 0 0 1 || 0 0 1 ||
db2b f990 || 0 1 1 || 0 1 1 ||
1642 fc9f || 0 0 1 || 0 0 1 ||
82ba 639c || 0 1 0 || 0 1 0 ||
2f3c 1640 || 0 0 0 || 0 0 0 ||
3915 8553 || 0 0 1 || 0 0 1 ||
4f58 b82d || 0 0 1 || 0 0 1 ||
803f a3a5 || 0 1 1 || 0 1 1 ||
bc2f ee85 || 0 1 1 || 0 1 1 ||
0ad5 8202 || 0 0 1 || 0 0 1 ||
ba6e 402e || 0 1 0 || 0 1 0 ||
d196 e014 || 0 1 1 || 0 1 1 ||
f3a7 222b || 0 1 0 || 0 1 0 ||
ad2a 282d || 0 1 0 || 0 1 0 ||
6e7b 4dc4 || 0 0 0 || 0 0 0 ||
a4e8 d3ad || 0 1 1 || 0 1 1 ||
cfd2 b777 || 0 0 0 || 0 0 0 ||
9f18 fb97 || 0 1 1 || 0 1 1 ||
e429 650d || 0 1 0 || 0 1 0 ||
d088 db84 || 0 1 1 || 0 1 1 ||
3bf8 80d8 || 0 0 1 || 0 0 1 ||
c315 7dbf || 0 1 0 || 0 1 0 ||
2491 94d6 || 0 0 1 || 0 0 1 ||
a1a7 22ae || 0 1 0 || 0 1 0 ||
2e09 216c || 0 0 0 || 0 0 0 ||
ea7e cff9 || 0 0 0 || 0 0 0 ||
8ef8 22f9 || 0 1 0 || 0 1 0 ||
1c4a ac36 || 0 0 1 || 0 0 1 ||
57f2 850d || 0 0 1 || 0 0 1 ||
ccbd c3a3 || 0 0 0 || 0 0 0 ||
c5a4 bbec || 0 0 0 || 0 0 0 ||
8832 0c29 || 0 1 0 || 0 1 0 ||
ae96 9905 || 0 0 0 || 0 0 0 ||
c8cb 2758 || 0 1 0 || 0 1 0 ||
03e7 0b86 || 0 1 1 || 0 1 1 ||
8215 fc4b || 0 1 1 || 0 1 1 ||
d54b 36b0 || 0 1 0 || 0 1 0 ||
e893 4a3a || 0 1 0 || 0 1 0 ||
35e8 62c7 || 0 1 1 || 0 1 1 ||
b3f7 bc8d || 0 1 1 || 0 1 1 ||
b380 cff6 || 0 1 1 || 0 1 1 ||
30b6 8c3e || 0 0 1 || 0 0 1 ||
a07f b892 || 0 1 1 || 0 1 1 ||
4ea0 2366 || 0 0 0 || 0 0 0 ||
2530 4a56 || 0 1 1 || 0 1 1 ||
d247 189e || 0 1 0 || 0 1 0 ||
470e 7c64 || 0 1 1 || 0 1 1 ||
9839 d385 || 0 1 1 || 0 1 1 ||
c045 ff02 || 0 1 1 || 0 1 1 ||
1a14 8615 || 0 0 1 || 0 0 1 ||
912e b90b || 0 1 1 || 0 1 1 ||
dee5 608b || 0 1 0 || 0 1 0 ||
7a6d 5b07 || 0 0 0 || 0 0 0 ||
8d9e 8922 || 0 0 0 || 0 0 0 ||
dc0a 0fad || 0 1 0 || 0 1 0 ||
0d19 9e28 || 0 0 1 || 0 0 1 ||
8345 4e1c || 0 1 0 || 0 1 0 ||
9555 3232 || 0 1 0 || 0 1 0 ||
32b0 13cb || 0 0 0 || 0 0 0 ||
590e d638 || 0 0 1 || 0 0 1 ||
7637 2bbc || 0 0 0 || 0 0 0 ||
eef6 c333 || 0 0 0 || 0 0 0 ||
464a 8f7a || 0 0 1 || 0 0 1 ||
407c 44fe || 0 1 1 || 0 1 1 ||
19e0 240c || 0 1 1 || 0 1 1 ||
c02e eb66 || 0 1 1 || 0 1 1 ||
