a836f4911b9790a9 5abc70a24a81959b || 0 1 0 || 0 1 0 ||
fd3ff4bcb75e49cc 99fd9e4a7d842e84 || 0 0 0 || 0 0 0 ||
0d0ce29f3547ad2b d9110723e4f3d2b8 || 0 0 1 || 0 0 1 ||
93612916aecbb763 fb2ce9bd83a55652 || 0 1 1 || 0 1 1 ||
04aeb77a5e9f4a29 2fc901642d9555b0 || 0 1 1 || 0 1 1 ||
5ac5a8acd343e6af c9cd7c0ecf78daf7 || 0 0 1 || 0 0 1 ||
213ac9e7f6d39af6 6810c84f18e3bfb3 || 0 1 1 || 0 1 1 ||
3040e3c3635f3f20 d20db8cbc46d3ef0 || 0 0 1 || 0 0 1 ||
f38f08b0a8371012 dc0afea231685217 || 0 0 0 || 0 0 0 ||
c03410c103609ed2 148f7becc029d135 || 0 1 0 || 0 1 0 ||
facaeb69a6d95a25 da58910aa4cd8cbf || 0 0 0 || 0 0 0 ||
1832996fbb820247 33ec647ea6e0ca4e || 0 1 1 || 0 1 1 ||
c9ed86a5d0fe5463 24af17150de22832 || 0 1 0 || 0 1 0 ||
4be1f532dc87f780 66c647b464314632 || 0 1 1 || 0 1 1 ||
ea3c67e58926c5e4 6f328d629e748216 || 0 1 0 || 0 1 0 ||
04ca6279bfb67241 d58bf98d0b7e287d || 0 0 1 || 0 0 1 ||
a57d530bde43348c a86eb16f2d75ccee || 0 1 1 || 0 1 1 ||
8469902cbfc02dce 10a252c77b189404 || 0 1 0 || 0 1 0 ||
d539df34632973d7 7180086d331bc6a4 || 0 1 0 || 0 1 0 ||
ccd8f755a526ff46 ca3622e225c42837 || 0 0 0 || 0 0 0 ||
2bcbffe6071bdc97 1beaf47825a0354f || 0 0 0 || 0 0 0 ||
d2aefe24f3592e77 aa43894ea061e17e || 0 0 0 || 0 0 0 ||
be3d1132240e5d8c fb630cfd4696c9fa || 0 1 1 || 0 1 1 ||
e4a49b0caf98d48f 52f6340f3306fad9 || 0 1 0 || 0 1 0 ||
849f6552c910f277 9742223bffbfc8f6 || 0 1 1 || 0 1 1 ||
be8563c7d72bb8ab 767cdf7ad5726767 || 0 1 0 || 0 1 0 ||
c8c5ced78aa1c3f1 a349ce20128653f3 || 0 0 0 || 0 0 0 ||
a0c734ae8c014663 96b6c713b31b2f3c || 0 0 0 || 0 0 0 ||
76fbcff5baad2ed1 dedb560fa9d6da52 || 0 0 1 || 0 0 1 ||
3ce14829c3a77fca 126757aa23939063 || 0 0 0 || 0 0 0 ||
e15be9dd55bc9822 1ddfcb9551bbf82b || 0 1 0 || 0 1 0 ||
b8ff9daef001bb6f a5ba3dd412bbca01 || 0 0 0 || 0 0 0 ||
fa0ef8f0e1602501 6fd558aa4cd0bb40 || 0 1 0 || 0 1 0 ||
46447a49acaad84d f1d2be569dcf9f19 || 0 0 1 || 0 0 1 ||
e595131dc793cd92 1c2fd12a6350a74b || 0 1 0 || 0 1 0 ||
4a59b0f6fc52fe9c 14a53e231116ae1a || 0 0 0 || 0 0 0 ||
693c596cd6c76024 8a349fa4cc18b074 || 0 0 1 || 0 0 1 ||
bd17784b3b57dfa6 596f1cbc3c2f06e8 || 0 1 0 || 0 1 0 ||
c4e480319bdd8281 38423ab49f9dbcac || 0 1 0 || 0 1 0 ||
d961d239a368abbc 28f65623378ee951 || 0 1 0 || 0 1 0 ||
62854ff32cf92c3a f6454c6e6fc3c4be || 0 0 1 || 0 0 1 ||
a9cc2a3d54e21138 90211bcc7069a6d7 || 0 0 0 || 0 0 0 ||
a883ef72cdef7a15 9b1421210644f4e5 || 0 0 0 || 0 0 0 ||
b1c674e46fd42053 50827d13bf1afa5a || 0 1 0 || 0 1 0 ||
26b7bab5277e180d 89cb4c315602b111 || 0 0 1 || 0 0 1 ||
36f2487ddd18aa1c bb7f2d3797482e70 || 0 0 1 || 0 0 1 ||
60e6c87a3e361658 4c8c1d52a7f3e8e6 || 0 0 0 || 0 0 0 ||
37cd1cfbf745352d aedda15e089ed1fa || 0 0 1 || 0 0 1 ||
74bd141335485d40 6956f792d8df856a || 0 0 0 || 0 0 0 ||
d643ff82e41b1c69 c322d9d6a6d895ba || 0 0 0 || 0 0 0 ||
0b86e12a22204df9 ba52e20c56fec913 || 0 0 1 || 0 0 1 ||
5ae1a294482a5f85 f57aac47e272d13f || 0 0 1 || 0 0 1 ||
dcfe7506bdc7945f 4ac5b6e1c2d54ad2 || 0 1 0 || 0 1 0 ||
9657998b13bb8df1 87573abdf4fd8d03 || 0 0 0 || 0 0 0 ||
2baf24abb130f054 a9f6171a47f78a8a || 0 0 1 || 0 0 1 ||
774d49357fbc4a94 294eebf8a7603f1c || 0 0 0 || 0 0 0 ||
9ced5798305e963d 832b1963ab420cc0 || 0 0 0 || 0 0 0 ||
c37c9bdc662e3295 01ab979e60736cf3 || 0 1 0 || 0 1 0 ||
dfea3b2727961333 d9ba9afd184313be || 0 0 0 || 0 0 0 ||
f0f13029d7665fdf 3f842e985f88e04b || 0 1 0 || 0 1 0 ||
42193192e9f5b8e5 e249e51a331bd225 || 0 0 1 || 0 0 1 ||
e9185f7cc63a8aa3 e87b956061ecebb3 || 0 0 0 || 0 0 0 ||
b907b76317c5b621 ca5bcd413fb3895c || 0 1 1 || 0 1 1 ||
1845db46fdfcc807 94527bdce08dd929 || 0 0 1 || 0 0 1 ||
bd71cfd7123b25c6 b2758306c58f6879 || 0 0 0 || 0 0 0 ||
09c7eefd200afe73 dda9182c0eca2713 || 0 0 1 || 0 0 1 ||
c30936dc8ecbccb2 051e844f2bd6bea1 || 0 1 0 || 0 1 0 ||
7d051d58afbe7d1c 5169008284e912cb || 0 0 0 || 0 0 0 ||
8d1d63c02fb95ce7 c314e0e5fedd69fd || 0 1 1 || 0 1 1 ||
c2efa1edba1a81ff af1b3daefa09b2cd || 0 0 0 || 0 0 0 ||
26c5a97bf6d1b300 f89feae270881d88 || 0 0 1 || 0 0 1 ||
7f5fcf374a09bab9 a6d065777d9469ce || 0 0 1 || 0 0 1 ||
994b255286f12509 7f0e5a143cdc5f20 || 0 1 0 || 0 1 0 ||
391307f55a031940 dbed4fd5a346f893 || 0 0 1 || 0 0 1 ||
7e43bb28ab955f52 e10c35d61e9b367d || 0 0 1 || 0 0 1 ||
2ca45c0115f9a405 9b73d6312e3cd521 || 0 0 1 || 0 0 1 ||
9f17d5d8018e03f7 631fa6879248f643 || 0 1 0 || 0 1 0 ||
9445b5448f7ff671 273110f259ae08a8 || 0 1 0 || 0 1 0 ||
348bb4758214a1da 502aeb7d97d714c3 || 0 1 1 || 0 1 1 ||
c67933188d124f10 1b3163fc5458aea3 || 0 1 0 || 0 1 0 ||
cad9d6243f3b76a4 fdbabf7a94bdf787 || 0 1 1 || 0 1 1 ||
fc1807b7a4561635 f41a54fb8f3e6f39 || 0 0 0 || 0 0 0 ||
673d86b0645fa0a4 65f25a1b5dca5d66 || 0 0 0 || 0 0 0 ||
f3a9d260af4a9059 2c396ea38f2da400 || 0 1 0 || 0 1 0 ||
a92aae011db13bd8 1a69796e3840f5e2 || 0 1 0 || 0 1 0 ||
9656cb4216204453 9106f606e60038b3 || 0 0 0 || 0 0 0 ||
b7c8e53897376d55 137ca6c476407e07 || 0 1 0 || 0 1 0 ||
752fab32cef4471d 5ea8c600ca473e32 || 0 0 0 || 0 0 0 ||
c159a07b6c74f95b 76fc11295c940f08 || 0 1 0 || 0 1 0 ||
efe63d0a20379705 e199929d18a73eee || 0 0 0 || 0 0 0 ||
dc8ee808537b0789 38daac112f85e0b6 || 0 1 0 || 0 1 0 ||
c2a55dd7f5770405 b8f6569acd9aaa25 || 0 0 0 || 0 0 0 ||
2f2d303da6036bcf 04a19123cba2fd95 || 0 0 0 || 0 0 0 ||
c0e7df40c4cfa6f6 8a71a379a6779bd7 || 0 0 0 || 0 0 0 ||
7eaf2a1bd16d5206 87d2f3be9860e097 || 0 0 1 || 0 0 1 ||
46bdfd20b8f0bd9e d22f9b27bebd5374 || 0 0 1 || 0 0 1 ||
344f0e43e70ec8fc e65283f9a473987b || 0 0 1 || 0 0 1 ||
07644205221f3ae5 9de4f8ed0bd7190e || 0 0 1 || 0 0 1 ||
4386310edee8cc7d 3c26358f6f09f5c8 || 0 0 0 || 0 0 0 ||
08b848fd5ed71f89 91cfe0d7d7fe10e7 || 0 0 1 || 0 0 1 ||
d18500a8c19eca15 4b7f263282505e16 || 0 1 0 || 0 1 0 ||
2e8b173c732e7058 801fc68c4292a7c9 || 0 0 1 || 0 0 1 ||
62fc0045fc235f17 11ca9b8af223d09b || 0 0 0 || 0 0 0 ||
a9ae38f77f32060d bd0ecf22569b7794 || 0 1 1 || 0 1 1 ||
12ad8139dba63b31 5ae4f14155f3f894 || 0 1 1 || 0 1 1 ||
56214067854f8951 47732d5de49df4ec || 0 0 0 || 0 0 0 ||
3e679048b424bc0c 2235eceba06c2234 || 0 0 0 || 0 0 0 ||
e01ad34694118df4 e63a417f3b181024 || 0 1 1 || 0 1 1 ||
6781980fbdb53742 c23a3c698529278a || 0 0 1 || 0 0 1 ||
3439ec0d38d4c097 38ccca926cbd46bb || 0 1 1 || 0 1 1 ||
745b11882c759f85 00cbd4f18586eba1 || 0 0 0 || 0 0 0 ||
4f4380edfd57a9f5 221d21174d8353bf || 0 0 0 || 0 0 0 ||
a05bb568d6a07db0 9d69a48d27cb3f30 || 0 0 0 || 0 0 0 ||
8378973ece7411a1 2d2135bab72e5b2a || 0 1 0 || 0 1 0 ||
66fbdc453c1503ec f2f2020eea34fb11 || 0 0 1 || 0 0 1 ||
3102ba20c6c72f6d 2f150e6de4d053d1 || 0 0 0 || 0 0 0 ||
6275f65dabaae4e7 9df2b01603034c54 || 0 0 1 || 0 0 1 ||
53a0d898933c881e 1ad3004e53cf39f0 || 0 0 0 || 0 0 0 ||
6bd66ac6d4d5ba2f f6a04021f2d1c95d || 0 0 1 || 0 0 1 ||
2755098a3eed1a0c 129533b3eb1dbf0a || 0 0 0 || 0 0 0 ||
10c7d528490a62c9 d99487b33880adfc || 0 0 1 || 0 0 1 ||
280660af35cb03b6 921358a0035dfc5f || 0 0 1 || 0 0 1 ||
a10bf8a91af27a6c 74bba8a732d32ae5 || 0 1 0 || 0 1 0 ||
286dd5d2658d3ee1 f24eb0306b6f7424 || 0 0 1 || 0 0 1 ||
540128a5a588f302 e9bca97be78e1d82 || 0 0 1 || 0 0 1 ||
74f5fb5e9d343ecb 21873fc753f95817 || 0 0 0 || 0 0 0 ||
554ee0e8133395f5 159c273b44edfbe6 || 0 0 0 || 0 0 0 ||
7f91a4cc6cddbaa8 2bbaa61e49b956a7 || 0 0 0 || 0 0 0 ||
ef9789d7f9a33e66 8a52897ef0d0c353 || 0 0 0 || 0 0 0 ||
4810a273ae53ec8b f394aff8761970c6 || 0 0 1 || 0 0 1 ||
88a241137fc45ef2 09fe9c551659ff86 || 0 1 0 || 0 1 0 ||
b0257ab56a43257e f4c14325a6054afb || 0 1 1 || 0 1 1 ||
58bacb774dbe61a3 d11a2cd18af3092b || 0 0 1 || 0 0 1 ||
f7a422985d1e943b 0e6514472890ff1c || 0 1 0 || 0 1 0 ||
54695ef0cd737a29 d74475e149dd7547 || 0 0 1 || 0 0 1 ||
1f3a9e409619a416 911249e029214947 || 0 0 1 || 0 0 1 ||
d906813d8597b362 55b2ca1958b55224 || 0 1 0 || 0 1 0 ||
7d03f629e1519081 4e429f763d5a7df2 || 0 0 0 || 0 0 0 ||
5b923c20dce4ddec 67aa3c50369d2c88 || 0 1 1 || 0 1 1 ||
8a1056622a02d449 97a0036609106b69 || 0 1 1 || 0 1 1 ||
3fca7297d30b06be 02919278232b39a3 || 0 0 0 || 0 0 0 ||
f97c67fc0d39f094 fe9be61cdf55d221 || 0 1 1 || 0 1 1 ||
c6ea753becc2bfe2 546348a9a38e6981 || 0 1 0 || 0 1 0 ||
a689a2a0a5cf7035 d598052d1937f0f1 || 0 1 1 || 0 1 1 ||
1730dd8426a2b46c 72ea491c8baba073 || 0 1 1 || 0 1 1 ||
d2aa126059807264 15fcede4953dc731 || 0 1 0 || 0 1 0 ||
9f4822e81b106886 061a5cb9ddb94667 || 0 1 0 || 0 1 0 ||
92918ad08b20a7e9 d1840126c6b39d8f || 0 1 1 || 0 1 1 ||
1a51138fbe2a6786 c4a679e38c020a7d || 0 0 1 || 0 0 1 ||
ec90bfbae71ec3c2 0b5ef149abb73e60 || 0 1 0 || 0 1 0 ||
6e2605dfae400de1 18b08fa90957f9c8 || 0 0 0 || 0 0 0 ||
397b299c93fa9159 081679b71cc7b324 || 0 0 0 || 0 0 0 ||
f41b18466ad919a7 e9a79252bc74bb74 || 0 0 0 || 0 0 0 ||
28be96cd549fef24 24fe663fd1aa6d32 || 0 0 0 || 0 0 0 ||
a1c8f3d1a64d1031 d63c4ed68728a1ef || 0 1 1 || 0 1 1 ||
d4cdab12ce5b3e76 348d72abebe8375b || 0 1 0 || 0 1 0 ||
a18f4436a758b73f e4ce086314966e8e || 0 1 1 || 0 1 1 ||
cdbe3a53610079bf e8dfa92c8a6592b3 || 0 1 1 || 0 1 1 ||
8764b89d5e728618 dce5d58ebfcf6191 || 0 1 1 || 0 1 1 ||
798511fc6739152f e6ef92145bc60da1 || 0 0 1 || 0 0 1 ||
c35acc26b07fa0b0 d61c8be91b8d6c00 || 0 1 1 || 0 1 1 ||
90394049477dc76d b3ce65d9d2b400c3 || 0 1 1 || 0 1 1 ||
a6f7cf43b4f107a2 144f813abdd10b6b || 0 1 0 || 0 1 0 ||
4b080a99da5af1be 55973534d2137466 || 0 1 1 || 0 1 1 ||
d51716795dfcf565 b78623caf77ba497 || 0 0 0 || 0 0 0 ||
e2c7566e507caace 9c2b1a3b80fe0875 || 0 0 0 || 0 0 0 ||
7f52126adf4ea47e dfff63db1286a87c || 0 0 1 || 0 0 1 ||
5719f24d12775836 9b72e83f2027eff8 || 0 0 1 || 0 0 1 ||
03f8e864840b2e3b 1dd642f247f55f3e || 0 1 1 || 0 1 1 ||
971b6ece048bc4b1 ec9dbbf47d559e64 || 0 1 1 || 0 1 1 ||
404f6deb70e80a04 f50b732a86b4fdea || 0 0 1 || 0 0 1 ||
c1f2dfdd90fe9ff0 ef1efbe44a292cee || 0 1 1 || 0 1 1 ||
43967875b77ee7e0 2b52d61f651216f8 || 0 0 0 || 0 0 0 ||
7aaf665ffd8a1133 039d1e8f12e2b819 || 0 0 0 || 0 0 0 ||
0ad732d4c6fd724c 534831f601e10c3e || 0 1 1 || 0 1 1 ||
07726c5f92246c59 9dd08ac07b11b03a || 0 0 1 || 0 0 1 ||
e99492d7b02c7f93 ea0b02e0a44ad99c || 0 1 1 || 0 1 1 ||
854c7b33216b5699 d1d42347219275ed || 0 1 1 || 0 1 1 ||
2be43807144d2376 8031324f01b9f90c || 0 0 1 || 0 0 1 ||
c5cf311ee9e78a3a 6acb2b8185c95bec || 0 1 0 || 0 1 0 ||
0493847815737e4f 1491ef53cabb15f8 || 0 1 1 || 0 1 1 ||
88e08a7422d9182e bcedba49b5488add || 0 1 1 || 0 1 1 ||
1f646e666cf1ac41 1cd0011367fdca93 || 0 0 0 || 0 0 0 ||
043d347ed9873b81 06de51150f4d9cec || 0 1 1 || 0 1 1 ||
d0010be38acad325 052a5cd76c61c6de || 0 1 0 || 0 1 0 ||
158277267774ed84 f13b1e878c916db5 || 0 0 1 || 0 0 1 ||
cb87a3f7c8560eec b2bf2ac78ef15284 || 0 0 0 || 0 0 0 ||
c718b6f3cc450c0a 3659b3db03f9b1a9 || 0 1 0 || 0 1 0 ||
82ce65dea6f6a325 d008da34f063f346 || 0 1 1 || 0 1 1 ||
b195978a03d29733 d3ba6baee0ba1b4d || 0 1 1 || 0 1 1 ||
f3c18b8321a707ae e2004d4a7909a0e0 || 0 0 0 || 0 0 0 ||
b82b9ef864032f9a a19f37f321e8a580 || 0 0 0 || 0 0 0 ||
d5aca2af8c005c02 010e7f57ce89b7a3 || 0 1 0 || 0 1 0 ||
95b686ccca1d15d1 b64a6398ca35e5c5 || 0 1 1 || 0 1 1 ||
127b91029a6decb1 e8edd88325aa8f73 || 0 0 1 || 0 0 1 ||
c4983718e07b7d5a fd75ff621e9eb441 || 0 1 1 || 0 1 1 ||
7c260dd7a66286ac 8b8ccb47c51a4306 || 0 0 1 || 0 0 1 ||
41beafc3ff675013 8755e9c2d1e5584b || 0 0 1 || 0 0 1 ||
2bd77bc81dceed76 93a2b3d644927841 || 0 0 1 || 0 0 1 ||
b9797bc0414cf701 0ffe6c43116bd21b || 0 1 0 || 0 1 0 ||
d1a261bdaf0abf6f 2e23e340d8b97a3c || 0 1 0 || 0 1 0 ||
363792d7bcce2de8 ab929a06cd2c0a07 || 0 0 1 || 0 0 1 ||
d0c6d635c1855c87 f998edfc45bd9ebd || 0 1 1 || 0 1 1 ||
2d15f099336e6551 58a481b02d069bbc || 0 1 1 || 0 1 1 ||
e082db18c1f3dcdf 7ac744d0cc5ca8b3 || 0 1 0 || 0 1 0 ||
08ac9a47d855c469 824fba246e652a06 || 0 0 1 || 0 0 1 ||
7e51ed713cdcf57a a10f9eba207ea985 || 0 0 1 || 0 0 1 ||
e619e34d57644967 0eb94a841a9789f9 || 0 1 0 || 0 1 0 ||
a8f0a9f0abcd6472 ee1ce305f6cb521e || 0 1 1 || 0 1 1 ||
7929f9aef1ff6439 ce930a14ce37edb3 || 0 0 1 || 0 0 1 ||
9e866f4d0a31b22c 660aa217276ea8b3 || 0 1 0 || 0 1 0 ||
efeb6030a4cc4192 026dbfd15afd8879 || 0 1 0 || 0 1 0 ||
e454656bf58fb43f 3ba4b8eddf0ca6cc || 0 1 0 || 0 1 0 ||
4dc7f82a2d47dffe 23740cab11d34e38 || 0 0 0 || 0 0 0 ||
bbd3707f1fd7d026 e258011b15164090 || 0 1 1 || 0 1 1 ||
ef1e4601f0afeb27 fef80c38c17102fa || 0 1 1 || 0 1 1 ||
1b87c86e40e31e91 2dc0de15d52581d7 || 0 1 1 || 0 1 1 ||
61fe04697e3993b6 f74957d5af341e2c || 0 0 1 || 0 0 1 ||
f273c64d607d89af 36646efd9804e109 || 0 1 0 || 0 1 0 ||
c2123fb034c6ecf0 49d357d10f236a32 || 0 1 0 || 0 1 0 ||
806644511561225c e2c2e35bdedcdeaa || 0 1 1 || 0 1 1 ||
790d107ac35b2041 4813af780435658a || 0 0 0 || 0 0 0 ||
952ed9e08d9d1686 7171dffa503d0faa || 0 1 0 || 0 1 0 ||
ab302ed30450c87f 4275b6ea8fbeaaad || 0 1 0 || 0 1 0 ||
ed0125e23050f0af eebfa875d172987b || 0 1 1 || 0 1 1 ||
aa5fc8eb69d35de5 5960b85cec49f32d || 0 1 0 || 0 1 0 ||
9b6c1c72fe448b65 5030aa9af15329e9 || 0 1 0 || 0 1 0 ||
89eff3931dcfddb9 5acc5c952fc70b2d || 0 1 0 || 0 1 0 ||
61f986b978046387 b0d4a37edb5896c1 || 0 0 1 || 0 0 1 ||
8556e475c0a39235 d3a77aa3f7c191b1 || 0 1 1 || 0 1 1 ||
7c76420e4c7f065d 467794d2d38941d3 || 0 0 0 || 0 0 0 ||
ce3976212f04b4dc fd9393b19747a0f0 || 0 1 1 || 0 1 1 ||
62966a3c3ca2ab26 c5f661c389770038 || 0 0 1 || 0 0 1 ||
330acd16773b3701 4b93f449e2cba333 || 0 1 1 || 0 1 1 ||
ddcaa9a0cce6572a 040605cd689da70f || 0 1 0 || 0 1 0 ||
a22a55eba51a95c3 ef5bf1b906d30493 || 0 1 1 || 0 1 1 ||
109e67bb16d6c741 ecadda72b6716143 || 0 0 1 || 0 0 1 ||
9b26a2dcc6104a3e 69f7a3dd53638fc6 || 0 1 0 || 0 1 0 ||
9d734b1d1f043a32 1f4e9bf20c4371d3 || 0 1 0 || 0 1 0 ||
309f7c848d3ac4a7 051942568a669a26 || 0 0 0 || 0 0 0 ||
a48317a20e9c6c9b 8c5cbfb2b9d503ea || 0 0 0 || 0 0 0 ||
53ab95364bc2be8e beed628978e4d578 || 0 0 1 || 0 0 1 ||
55bc0725ed2896c7 5b6e08032db962a2 || 0 1 1 || 0 1 1 ||
dfeba90e98b4ae22 55b3f0c1041d1328 || 0 1 0 || 0 1 0 ||
a0713738da8f103d f4a1f56c66f56b49 || 0 1 1 || 0 1 1 ||
1a98091e5abdd04e 644850e318d5275d || 0 1 1 || 0 1 1 ||
b98e7e4febdf6349 13a8d634136e2e0d || 0 1 0 || 0 1 0 ||
00425ba73c24e77f 42a516a9946522e4 || 0 1 1 || 0 1 1 ||
cc88c84939fc5291 76262fcde534cfe7 || 0 1 0 || 0 1 0 ||
2e9b1d291a587c9b 7c6c50afda30ced8 || 0 1 1 || 0 1 1 ||
8970796c899e7f9f 8cc85f29a2fa4474 || 0 1 1 || 0 1 1 ||
171cf85f1b853fb5 da5828c93c7a25b8 || 0 0 1 || 0 0 1 ||
7e7fd0e116c25090 e71ea792506bda42 || 0 0 1 || 0 0 1 ||
701482d95da4c48a 8a5dbdcd354004a5 || 0 0 1 || 0 0 1 ||
eba94a8f162814ed 766aec5117434ff4 || 0 1 0 || 0 1 0 ||
6eb20086ceedd8b4 688211b73f22ebda || 0 0 0 || 0 0 0 ||
3338d5da5c2e0303 242fda7b860131e1 || 0 0 0 || 0 0 0 ||
074f41bc46f91273 c25901604c984383 || 0 0 1 || 0 0 1 ||
3ec0e4bf0a446d5d 5fd83b2ab13ad714 || 0 1 1 || 0 1 1 ||
b4d71eb106606bc2 f9bc4cfc949f98be || 0 1 1 || 0 1 1 ||
2923ed67c8ca8547 494cab1e75fbcb2d || 0 1 1 || 0 1 1 ||
c09fe0da2f4b3cf9 70cec2a08eea79bb || 0 1 0 || 0 1 0 ||
d3916987b8a06bcb f274b78ca62ae4c4 || 0 1 1 || 0 1 1 ||
54917685ffd845d4 c64862127a9af385 || 0 0 1 || 0 0 1 ||
d098a5f9e909a1b2 bdb90558f37dcd31 || 0 0 0 || 0 0 0 ||
f42d724e7efe05e7 98e2c17301e82b15 || 0 0 0 || 0 0 0 ||
b866924cb28ca9dc c290912641f10e38 || 0 1 1 || 0 1 1 ||
ee26290c0e8436c6 ced52bc22b0b7fc5 || 0 0 0 || 0 0 0 ||
e2a93c7d9ddddf49 5f3c35ed33111516 || 0 1 0 || 0 1 0 ||
afd40ba78e0b43e7 2f5a967d32f5fb4e || 0 1 0 || 0 1 0 ||
dc9f2a1ea642e623 43d11ec746f73d8e || 0 1 0 || 0 1 0 ||
d6cf9f6adb8e12af 9afa5bd4af73b134 || 0 0 0 || 0 0 0 ||
49e0c84cf4657bc9 20596bac6fe25fa2 || 0 0 0 || 0 0 0 ||
e63c2ae2e6e17ab2 9967661d0624035e || 0 0 0 || 0 0 0 ||
cfde06b441613031 5413b8d426256c22 || 0 1 0 || 0 1 0 ||
0fdd2e04ea9a6844 5211ddfa27de56b0 || 0 1 1 || 0 1 1 ||
93993ab67d53fba5 7b125e1414572ea4 || 0 1 0 || 0 1 0 ||
e199850f263cf66b 609a9e968b54a0f3 || 0 1 0 || 0 1 0 ||
f32c513c9dbab57f 4e9588cdfe495941 || 0 1 0 || 0 1 0 ||
9b38c050a4dea030 12c1ee8960d80f47 || 0 1 0 || 0 1 0 ||
378bdd850800dc2f 4fc5da9ccb33536d || 0 1 1 || 0 1 1 ||
2055dec20fabf2bf f600214c3a37e74b || 0 0 1 || 0 0 1 ||
4129f24a46e26e8b d0121a2081cce296 || 0 0 1 || 0 0 1 ||
bc85872e70adc3f9 bdd10d0dc6bbd9f1 || 0 1 1 || 0 1 1 ||
2ae0f18a917b971c b2af7c16c45f8f4d || 0 0 1 || 0 0 1 ||
c04fea1ebf61659b 555a930ab4957408 || 0 1 0 || 0 1 0 ||
27d9bc5cebb00baf 5ed6881efed429bd || 0 1 1 || 0 1 1 ||
c12ffb2505047597 f9c74ead61c82eae || 0 1 1 || 0 1 1 ||
7959d46e5bcfa6f6 ebf8c5c51db4797f || 0 0 1 || 0 0 1 ||
ba2b396ac24ed92e 13c3404c4f0fd249 || 0 1 0 || 0 1 0 ||
ce833e18a810cfce a24c110ddf91ba1c || 0 0 0 || 0 0 0 ||
eed12e9fbbe30610 2f2250d9fc91f98e || 0 1 0 || 0 1 0 ||
b62d840722e37354 286e67b42b69ca0b || 0 1 0 || 0 1 0 ||
14f6994b00b9e9bb 25873f159a958eff || 0 1 1 || 0 1 1 ||
5c26bd644d09d0e3 b4171cfa90846ea1 || 0 0 1 || 0 0 1 ||
d71c24ac9c55884f 45d5a943883ef35b || 0 1 0 || 0 1 0 ||
1c86f153f0937cd2 d86b30de6493c1fe || 0 0 1 || 0 0 1 ||
d1bfff69054d6443 e25a5d4a94dbe92b || 0 1 1 || 0 1 1 ||
dc52f47047ab7469 7c5ee294dcf22b57 || 0 1 0 || 0 1 0 ||
bd74fbfdbb6b6e1b f8740af2cc98fd8d || 0 1 1 || 0 1 1 ||
ef6149909e1c3668 cc14d9d982a66dce || 0 0 0 || 0 0 0 ||
b66c87673dd34f27 310b53a1614d9133 || 0 1 0 || 0 1 0 ||
a2277c1b494d6702 0efdbedf9a583346 || 0 1 0 || 0 1 0 ||
62e08cd041f9c65f fe30e511a33ba962 || 0 0 1 || 0 0 1 ||
30f1ac2a46d42c48 c3b33d03ea1d0ea5 || 0 0 1 || 0 0 1 ||
9b148157684c4ef0 03407143e73b999b || 0 1 0 || 0 1 0 ||
4e085471c6c5f413 c9889549e24b4d79 || 0 0 1 || 0 0 1 ||
95f01008bb19fbd9 791ed854f0061e26 || 0 1 0 || 0 1 0 ||
9b422f32e326864e 5546eb50ecaada96 || 0 1 0 || 0 1 0 ||
8fd162d30d0efdc9 827fd2b64f141597 || 0 0 0 || 0 0 0 ||
8b713832215f17f3 6b7235b389825901 || 0 1 0 || 0 1 0 ||
9598dd0ca8985736 7a914d92a477bee9 || 0 1 0 || 0 1 0 ||
e6a4d5b57e5b4d2c dfc18287dadb0949 || 0 0 0 || 0 0 0 ||
9db0f46a71f191ce 5a27d3acb844b96f || 0 1 0 || 0 1 0 ||
600763c6470a0fbf a10bb69496adb197 || 0 0 1 || 0 0 1 ||
5cce5cde6a205b0b f584a73fcd6730d6 || 0 0 1 || 0 0 1 ||
df27a6bc1ef28508 c5435fb143e571f0 || 0 0 0 || 0 0 0 ||
03f050ee573964a4 06eca98639b2484f || 0 1 1 || 0 1 1 ||
5d46c16cb6ed16a8 c674616a7d20a958 || 0 0 1 || 0 0 1 ||
750f03ba7a4bfdd1 6695a2e5cdf161f5 || 0 0 0 || 0 0 0 ||
128cb3bb28081546 6e90727285439747 || 0 1 1 || 0 1 1 ||
a8c37aabf7f3573d 47c70ee07c843300 || 0 1 0 || 0 1 0 ||
9989e0cb921e39e0 f3cff5275495ddc8 || 0 1 1 || 0 1 1 ||
341aa821925e92db 444950d6174a201d || 0 1 1 || 0 1 1 ||
ffc1c801d8fcfd71 e43dff96989371fd || 0 0 0 || 0 0 0 ||
56d87ec624516d1a 68aba68d7941fc8c || 0 1 1 || 0 1 1 ||
89fb48ec1f0bdc5c caa042587f0a8757 || 0 1 1 || 0 1 1 ||
aa1328463c87b960 53857ea7a8121217 || 0 1 0 || 0 1 0 ||
ae734d10b9c460cf b83c303e9532ab18 || 0 1 1 || 0 1 1 ||
b973f8cc4fa4418f 7508a84e54b7a648 || 0 1 0 || 0 1 0 ||
85509c96d1a1cb68 7b4f3feb467603b9 || 0 1 0 || 0 1 0 ||
376af15e7951c46b aebf70a8db9173a1 || 0 0 1 || 0 0 1 ||
21c1e5b46af73622 38b1ed6f655e8947 || 0 1 1 || 0 1 1 ||
400def0c1b1d56ee fd519d68e92f3ca5 || 0 0 1 || 0 0 1 ||
82f3ef2113041534 dbf9b24a87408be9 || 0 1 1 || 0 1 1 ||
